team_id,team_name,team_code,men,women,federation_name,region_name,confederation_id,confederation_name,confederation_code,wikipedia_link_men,wikipedia_link_women,wikipedia_link_federation
db3abc88-7f89-5183-bc6d-ea6fa7c361d9,Peru,PER,TRUE,FALSE,Peruvian Football Association,South America,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Peru_national_football_team,,https://en.wikipedia.org/wiki/Peruvian_Football_Federation
dfb099cc-e7ea-5e4f-b492-bdbf6e8e179b,Denmark,DNK,TRUE,TRUE,Danish Football Association,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Denmark_national_football_team,https://en.wikipedia.org/wiki/Denmark_women's_national_football_team,https://en.wikipedia.org/wiki/Danish_Football_Association
e31095c5-b215-5b1b-b69e-e0c3be13dcd7,Iceland,ISL,TRUE,FALSE,Football Association of Iceland,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Iceland_national_football_team,,https://en.wikipedia.org/wiki/Football_Association_of_Iceland
e31e86e8-0616-5e05-a842-dc8f67c29ca4,Ivory Coast,CIV,TRUE,TRUE,Ivorian Football Federation,Africa,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team,https://en.wikipedia.org/wiki/Ivory_Coast_women's_national_football_team,https://en.wikipedia.org/wiki/Ivorian_Football_Federation
e39c6163-70b0-5f66-b2d7-540b785eee94,Republic of Ireland,IRL,TRUE,TRUE,Football Association of Ireland,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Republic_of_Ireland_national_football_team,https://en.wikipedia.org/wiki/Republic_of_Ireland_women%27s_national_football_team,https://en.wikipedia.org/wiki/Football_Association_of_Ireland
e77d250a-1cec-5627-adc4-3cf95c7c0972,South Africa,ZAF,TRUE,TRUE,South African Football Associaiton,Africa,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/South_Africa_national_soccer_team,https://en.wikipedia.org/wiki/South_Africa_women's_national_soccer_team,https://en.wikipedia.org/wiki/South_African_Football_Association
eb88a8cc-be5e-5116-8926-ba595504709a,Cameroon,CMR,TRUE,TRUE,Cameroonian Football Federation,Africa,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Cameroon_national_football_team,https://en.wikipedia.org/wiki/Cameroon_women's_national_football_team,https://en.wikipedia.org/wiki/Cameroonian_Football_Federation
ed749800-82e2-5bb8-a684-8bdf061d889d,Serbia and Montenegro,SCG,TRUE,FALSE,Football Association of Serbia and Montenegro,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Serbia_and_Montenegro_national_football_team,,https://en.wikipedia.org/wiki/Football_Association_of_Serbia_and_Montenegro
eff0a856-a340-5ec8-84e8-121552da2cda,Germany,DEU,TRUE,TRUE,Germany Football Association,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Germany_national_football_team,https://en.wikipedia.org/wiki/Germany_women's_national_football_team,https://en.wikipedia.org/wiki/German_Football_Association
f16b7d5c-db54-5b27-b827-e848a3035641,Hungary,HUN,TRUE,FALSE,Hungary Football Association,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Hungary_national_football_team,,https://en.wikipedia.org/wiki/Hungarian_Football_Federation
f201a6b5-a9f6-5612-947b-a6a57d2e7e18,Nigeria,NGA,TRUE,TRUE,Nigeria Football Federation,Africa,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Nigeria_national_football_team,https://en.wikipedia.org/wiki/Nigeria_women's_national_football_team,https://en.wikipedia.org/wiki/Nigeria_Football_Federation
f22d85b4-6cde-5f4e-8119-b3b69a2ba879,Iran,IRN,TRUE,FALSE,Football Federation Islamic Republic of Iran,Middle East,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Iran_national_football_team,,https://en.wikipedia.org/wiki/Football_Federation_Islamic_Republic_of_Iran
f23d02ab-e48a-541b-a3d5-efb12f628f6c,Greece,GRC,TRUE,FALSE,Hellenic Football Associaiton,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Greece_national_football_team,,https://en.wikipedia.org/wiki/Hellenic_Football_Federation
f4b41163-3c82-5e1e-af54-e7ecc8a15135,Bulgaria,BGR,TRUE,FALSE,Bulgarian Football Union,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bulgaria_national_football_team,,https://en.wikipedia.org/wiki/Bulgarian_Football_Union
f8764a69-de29-59f5-8e79-715c4bf88a11,Uruguay,URY,TRUE,FALSE,Uruguayan Football Association,South America,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Uruguay_national_football_team,,https://en.wikipedia.org/wiki/Uruguayan_Football_Association
fc0455f9-aa03-5b3d-9b41-41854289e993,Poland,POL,TRUE,FALSE,Polish Football Association,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Poland_national_football_team,,https://en.wikipedia.org/wiki/Polish_Football_Association
fc2ce361-82ed-537a-85f1-ff8f384d11b1,Scotland,SCO,TRUE,TRUE,Scottish Football Association,Europe,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Scotland_national_football_team,https://en.wikipedia.org/wiki/Scotland_women's_national_football_team,https://en.wikipedia.org/wiki/Scottish_Football_Association
fdb9a8af-2b8d-518b-b0ab-a0118cd58de2,Senegal,SEN,TRUE,FALSE,Senegalese Football Federation,Africa,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Senegal_national_football_team,,https://en.wikipedia.org/wiki/Senegalese_Football_Federation
