manager_id,family_name,given_name,male,female,country_name,wikipedia_link_manager
b0c50ca4-114d-5f17-9da3-48aa7f5acba7,Guérin,Henri,TRUE,FALSE,France,https://en.wikipedia.org/wiki/Henri_Gu%C3%A9rin_(footballer)
2c5d38bd-a725-5a84-a4b5-d149aac1c691,Gómez,Hernán Darío,TRUE,FALSE,Colombia,https://en.wikipedia.org/wiki/Hern%C3%A1n_Dar%C3%ADo_G%C3%B3mez
a8cfbfc4-294b-5494-8534-80ff88970010,Górski,Kazimierz,TRUE,FALSE,Poland,https://en.wikipedia.org/wiki/Kazimierz_G%C3%B3rski
6e1d75de-a996-5935-802c-20eca1679dd8,Güneş,Şenol,TRUE,FALSE,Turkey,https://en.wikipedia.org/wiki/%C5%9Eenol_G%C3%BCne%C5%9F
0f840a5e-d918-5c4b-88e3-f2aff4c77583,Halilhodžić,Vahid,TRUE,FALSE,Bosnia and Herzegovina,https://en.wikipedia.org/wiki/Vahid_Halilhod%C5%BEi%C4%87
452b0ba4-a21c-51d1-b43a-b839263c1b14,Hallgrímsson,Heimir,TRUE,FALSE,Iceland,https://en.wikipedia.org/wiki/Heimir_Hallgr%C3%ADmsson
ad5ffe94-db44-5e51-893c-0f8ef86402b4,Halvorsen,Asbjørn,TRUE,FALSE,Norway,https://en.wikipedia.org/wiki/Asbj%C3%B8rn_Halvorsen
eca68bb8-41a7-59ef-ad75-531624d0983f,Hamilton,Paul,TRUE,FALSE,Nigeria,"https://en.wikipedia.org/wiki/Paul_Hamilton_(footballer,_born_1941)"
5aa69292-7c09-5859-8c9b-e941b07d2761,Hao,Wei,TRUE,FALSE,China,https://en.wikipedia.org/wiki/Hao_Wei
5891bd52-6073-5ee3-8e25-b9f324b02a31,Happel,Ernst,TRUE,FALSE,Austria,https://en.wikipedia.org/wiki/Ernst_Happel
e397ac4b-642d-57c5-86b9-1e53d92c5f7c,Hareide,Åge,TRUE,FALSE,Norway,https://en.wikipedia.org/wiki/%C3%85ge_Hareide
083bf929-d49d-5827-bbcc-30818bfb9d0b,Heiner-Møller,Kenneth,TRUE,FALSE,Denmark,https://en.wikipedia.org/wiki/Kenneth_Heiner-M%C3%B8ller
816ed4ff-2246-57ca-ae75-286847c8e8ff,Heinrichs,April,FALSE,TRUE,United States,https://en.wikipedia.org/wiki/April_Heinrichs
a92866d6-7b41-5603-b196-fe389ffe2428,Herberger,Sepp,TRUE,FALSE,Germany,https://en.wikipedia.org/wiki/Sepp_Herberger
d4f928bc-6004-5cfd-942e-1eb503e558af,Herbert,Ricki,TRUE,FALSE,New Zealand,https://en.wikipedia.org/wiki/Ricki_Herbert
7146e6e2-1892-5ef9-9d17-08a029039410,Herdman,John,TRUE,FALSE,England,https://en.wikipedia.org/wiki/John_Herdman
682b6268-c1b3-534a-99c2-68d02256bb77,Herrera,Helenio,TRUE,FALSE,Argentina,https://en.wikipedia.org/wiki/Helenio_Herrera
7804bfde-91b9-5a30-bba2-95237ffd495f,Herrera,Miguel,TRUE,FALSE,Mexico,https://en.wikipedia.org/wiki/Miguel_Herrera
bc4840be-e993-5f4b-8a89-49463a765e2c,Hickersberger,Josef,TRUE,FALSE,Austria,https://en.wikipedia.org/wiki/Josef_Hickersberger
53c424b8-0b80-5a9a-b386-ff01683cc812,Hidalgo,Michel,TRUE,FALSE,France,https://en.wikipedia.org/wiki/Michel_Hidalgo
d7eb83fa-ed22-5dcd-b2e9-bc80cff5d33d,Hiddink,Guus,TRUE,FALSE,Netherlands,https://en.wikipedia.org/wiki/Guus_Hiddink
e742f70c-5b4f-52a7-b005-1fb4b67bff9e,Hierro,Fernando,TRUE,FALSE,Spain,https://en.wikipedia.org/wiki/Fernando_Hierro
