stadium_id,stadium_name,city_name,country_name,stadium_capacity,wikipedia_link_stadium,wikipedia_link_city
08049504-fd03-5f1f-9494-7f35812737b1,St. Jakob Stadium,Basel,Switzerland,55000,https://en.wikipedia.org/wiki/St._Jakob_Stadium,https://en.wikipedia.org/wiki/Basel
089b06b4-7c52-534d-9c22-62aa052ece46,Hongkou Football Stadium,Shanghai,China,33000,https://en.wikipedia.org/wiki/Hongkou_Football_Stadium,https://en.wikipedia.org/wiki/Shanghai
08e5632c-6624-52aa-8029-efe334e182e0,Estádio Vila Capanema,Curitiba,Brazil,10000,https://en.wikipedia.org/wiki/Estádio_Vila_Capanema,https://en.wikipedia.org/wiki/Curitiba
096c1978-db38-5205-ab9e-4388fa059bfa,Forsyth Barr Stadium,Dunedin,New Zealand,26000,https://en.wikipedia.org/wiki/Forsyth_Barr_Stadium,https://en.wikipedia.org/wiki/Dunedin
0cb25e19-cdc4-5365-a743-8eaa2b1a1d36,Giants Stadium,New York City,United States,78000,https://en.wikipedia.org/wiki/Giants_Stadium,https://en.wikipedia.org/wiki/New_York_City
0cc8727b-b656-55dc-9c56-1127515b959e,Cotton Bowl,Dallas,United States,64000,https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium),https://en.wikipedia.org/wiki/Dallas
0d8f9920-7664-562c-a41b-91264cce4d41,Nagai Stadium,Osaka,Japan,50000,https://en.wikipedia.org/wiki/Nagai_Stadium,https://en.wikipedia.org/wiki/Osaka
0ef0931c-3b44-5713-ae9b-297f04499d6a,Estadio Tecnológico,Monterrey,Mexico,34000,https://en.wikipedia.org/wiki/Estadio_Tecnológico,https://en.wikipedia.org/wiki/Monterrey
0fb8235a-8f4c-53b0-801d-b1886a2ca7ae,Stade Geoffroy-Guichard,Saint-Étienne,France,36000,https://en.wikipedia.org/wiki/Stade_Geoffroy-Guichard,https://en.wikipedia.org/wiki/Saint-Étienne
1079a192-c974-5b17-b2f0-2a583f10f3f7,Wembley Stadium,London,England,99000,https://en.wikipedia.org/wiki/Wembley_Stadium_(1923),https://en.wikipedia.org/wiki/London
1098ac24-a31e-54de-8ab4-d4f030007954,Hardturm Stadium,Zürich,Switzerland,35000,https://en.wikipedia.org/wiki/Hardturm,https://en.wikipedia.org/wiki/Zürich
13394440-66f4-5597-83a2-16d0b78baf78,Education City Stadium,Al Rayyan,Qatar,45000,https://en.wikipedia.org/wiki/Education_City_Stadium,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
1365d66d-3f0d-5455-9718-e5f46c1ce808,Volksparkstadion,Hamburg,Germany,61000,https://en.wikipedia.org/wiki/Volksparkstadion,https://en.wikipedia.org/wiki/Hamburg
