tournament_id,tournament_name,team_id,team_name,team_code,manager_id,family_name,given_name,country_name
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,9a9be60e-89da-590c-95a8-6e5802b5deb5,Yugoslavia,YUG,984d004d-1817-5a16-a86b-eebe7844f4b9,Osim,Ivica,Yugoslavia
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,6c983d26-03e1-5649-a13f-42b61e101a0e,Soviet Union,SUN,a028419b-100d-5f51-a0b9-f3fefbf260b0,Lobanovskyi,Valeriy,Soviet Union
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,3aa56241-3868-505a-ac6a-753aefa79cc2,Belgium,BEL,aeb7b186-b324-5314-a73b-de4acb845d33,Thys,Guy,Belgium
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,af3186ce-dc7a-5681-abe7-c1b30465f9ed,United Arab Emirates,ARE,b04380db-a075-5f4a-a525-272a2712b755,Parreira,Carlos Alberto,Brazil
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,8e63ee49-fbde-5478-a093-1a6a679cc27f,Austria,AUT,bc4840be-e993-5f4b-8a89-49463a765e2c,Hickersberger,Josef,Austria
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,da4d79d5-3e18-54b9-916c-997fdef9a796,Romania,ROU,c643283b-9406-571d-b96b-05c0b9d2cac6,Jenei,Emerich,Romania
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,adbcf28f-5f27-56bd-bca0-909cf77a8ae0,West Germany,DEU,d51fce80-157f-5307-a21d-b3b74e010072,Beckenbauer,Franz,Germany
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,d522b940-a152-5cc7-bcb3-89e28a1ce459,Netherlands,NLD,da712882-6a90-55c1-ae3e-b9c367dd64dd,Beenhakker,Leo,Netherlands
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,3611e724-8c08-5f63-b63d-e1cad6af784c,Sweden,SWE,de31e913-47fd-5034-aabf-5774188cd03c,Nordin,Olle,Sweden
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,498c5353-84ca-5f1c-8d71-0ae02196227c,Brazil,BRA,e69218d4-eb44-5cda-9b1c-3f0fb687b5fc,Lazaroni,Sebastião,Brazil
