test_year,train_matches,test_matches,result_accuracy,mean_result_log_loss,mean_result_brier,mean_goal_mae,mean_goal_diff_abs_error,mean_exact_score_log_loss,mean_actual_result_probability,mean_exact_score_probability,features_used,event_targets,model_type,recency_half_life_years,recency_min_weight,qualifier_influence
2010,708.0,64,0.515625,1.0749945326880335,0.6381625381821401,1.280410242551321,1.3237246141682488,3.4195248822870896,0.4099631867041288,0.07144885741652843,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",ensemble,16.0,0.1,0.0
2014,772.0,64,0.546875,1.0023416377332066,0.602875894674958,0.969392186621724,1.4047589830623004,3.085167216992877,0.40029523315707605,0.07537720650860621,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",ensemble,16.0,0.1,0.0
2018,836.0,64,0.5625,0.9773847469239647,0.5787353768796732,0.8868493436419971,1.2041261896561575,2.8854946288960717,0.41120325989771533,0.07433329772594002,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",ensemble,16.0,0.1,0.5
2022,900.0,64,0.546875,0.9838232463312049,0.5832902581985346,0.9631205303612869,1.24808312262976,2.969561182886837,0.40134377331079285,0.06838884375161013,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",ensemble,16.0,0.1,1.0
overall,,256,0.54296875,1.0096360409191023,0.6007660169838264,1.0249430757940823,1.2951732273791166,3.089936977765719,0.4057013632674282,0.0723870513506712,,,ensemble,16.0,0.1,
