page,subtab,page_url,group,position,team,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,form,raw_text
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,3,Bosnia and Herzegovina,1,1,0,0,3,1,+2,3,D,3 | Bosnia and Herzegovina | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | D | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,4,Qatar,1,0,1,0,1,1,0,1,D,4 | Qatar | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,1,Brazil,2,1,1,0,4,1,+3,4,D,1 | Brazil | 2 | 1 | 1 | 0 | 4 | - | 1 | +3 | 4 | D | W | W | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,2,Morocco,1,1,0,0,4,2,+2,3,W,2 | Morocco | 1 | 1 | 0 | 0 | 4 | - | 2 | +2 | 3 | W | W | D | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,3,Haiti,1,0,0,1,0,1,-1,0,L,3 | Haiti | 1 | 0 | 0 | 1 | 0 | - | 1 | -1 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,4,Scotland,2,0,0,2,0,4,-4,0,W,4 | Scotland | 2 | 0 | 0 | 2 | 0 | - | 4 | -4 | 0 | W | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,1,USA,2,2,0,0,6,1,+5,6,W,1 | USA | 2 | 2 | 0 | 0 | 6 | - | 1 | +5 | 6 | W | W | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,2,Australia,1,1,0,0,2,0,+2,3,W,2 | Australia | 1 | 1 | 0 | 0 | 2 | - | 0 | +2 | 3 | W | L | D | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,3,Turkiye,2,1,0,1,3,3,0,3,L,3 | Turkiye | 2 | 1 | 0 | 1 | 3 | - | 3 | 0 | 3 | L | L | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,4,Paraguay,1,0,1,0,0,0,0,1,L,4 | Paraguay | 1 | 0 | 1 | 0 | 0 | - | 0 | 0 | 1 | L | W | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,1,Germany,2,2,0,0,9,2,+7,6,W,1 | Germany | 2 | 2 | 0 | 0 | 9 | - | 2 | +7 | 6 | W | W | L | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,2,Ecuador,2,1,1,0,2,1,+1,4,L,2 | Ecuador | 2 | 1 | 1 | 0 | 2 | - | 1 | +1 | 4 | L | D | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,3,Ivory Coast,1,1,0,0,1,0,+1,3,W,3 | Ivory Coast | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | W | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,4,Curacao,1,0,0,1,0,2,-2,0,L,4 | Curacao | 1 | 0 | 0 | 1 | 0 | - | 2 | -2 | 0 | L | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,1,Netherlands,2,1,1,0,7,3,+4,4,D,1 | Netherlands | 2 | 1 | 1 | 0 | 7 | - | 3 | +4 | 4 | D | W | W | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,2,Sweden,1,1,0,0,5,1,+4,3,W,2 | Sweden | 1 | 1 | 0 | 0 | 5 | - | 1 | +4 | 3 | W | L | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,3,Japan,1,0,1,0,1,1,0,1,D,3 | Japan | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | W | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,4,Tunisia,2,0,0,2,1,7,-6,0,L,4 | Tunisia | 2 | 0 | 0 | 2 | 1 | - | 7 | -6 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,1,Belgium,2,0,2,0,1,1,0,2,D,1 | Belgium | 2 | 0 | 2 | 0 | 1 | - | 1 | 0 | 2 | D | D | W | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,2,Iran,1,0,1,0,2,2,0,1,D,2 | Iran | 1 | 0 | 1 | 0 | 2 | - | 2 | 0 | 1 | D | D | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,3,Egypt,1,0,1,0,1,1,0,1,D,3 | Egypt | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | W | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,4,New Zealand,2,0,0,2,2,8,-6,0,D,4 | New Zealand | 2 | 0 | 0 | 2 | 2 | - | 8 | -6 | 0 | D | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,1,Spain,2,1,1,0,4,0,+4,4,D,1 | Spain | 2 | 1 | 1 | 0 | 4 | - | 0 | +4 | 4 | D | W | W | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,2,Saudi Arabia,1,0,1,0,1,1,0,1,D,2 | Saudi Arabia | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | L | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,3,Cape Verde,1,0,1,0,0,0,0,1,D,3 | Cape Verde | 1 | 0 | 1 | 0 | 0 | - | 0 | 0 | 1 | D | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,4,Uruguay,2,0,1,1,2,3,-1,1,D,4 | Uruguay | 2 | 0 | 1 | 1 | 2 | - | 3 | -1 | 1 | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,1,France,2,2,0,0,6,1,+5,6,W,1 | France | 2 | 2 | 0 | 0 | 6 | - | 1 | +5 | 6 | W | W | W | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,2,Senegal,1,1,0,0,5,0,+5,3,L,2 | Senegal | 1 | 1 | 0 | 0 | 5 | - | 0 | +5 | 3 | L | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,3,Norway,2,1,0,1,4,6,-2,3,W,3 | Norway | 2 | 1 | 0 | 1 | 4 | - | 6 | -2 | 3 | W | W | L | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,4,Iraq,1,0,0,1,1,4,-3,0,L,4 | Iraq | 1 | 0 | 0 | 1 | 1 | - | 4 | -3 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,1,Argentina,2,2,0,0,5,0,+5,6,W,1 | Argentina | 2 | 2 | 0 | 0 | 5 | - | 0 | +5 | 6 | W | W | W | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,2,Austria,1,1,0,0,3,1,+2,3,W,2 | Austria | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | W | L | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,3,Algeria,1,0,1,0,3,3,0,1,L,3 | Algeria | 1 | 0 | 1 | 0 | 3 | - | 3 | 0 | 1 | L | W | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,4,Jordan,2,0,0,2,2,5,-3,0,L,4 | Jordan | 2 | 0 | 0 | 2 | 2 | - | 5 | -3 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,1,Portugal,2,1,1,0,6,1,+5,4,D,1 | Portugal | 2 | 1 | 1 | 0 | 6 | - | 1 | +5 | 4 | D | W | D | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,2,Colombia,2,1,1,0,1,0,+1,4,W,2 | Colombia | 2 | 1 | 1 | 0 | 1 | - | 0 | +1 | 4 | W | W | D | W | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,3,DR Congo,1,1,0,0,3,1,+2,3,D,3 | DR Congo | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | D | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,4,Uzbekistan,1,0,0,1,1,3,-2,0,L,4 | Uzbekistan | 1 | 0 | 0 | 1 | 1 | - | 3 | -2 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,1,England,2,1,1,0,4,2,+2,4,W,1 | England | 2 | 1 | 1 | 0 | 4 | - | 2 | +2 | 4 | W | D | W | W | W
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,2,Croatia,1,1,0,0,2,1,+1,3,L,2 | Croatia | 1 | 1 | 0 | 0 | 2 | - | 1 | +1 | 3 | L | W | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,3,Ghana,1,1,0,0,1,0,+1,3,W,3 | Ghana | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | W | D | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,4,Panama,2,0,0,2,0,3,-3,0,L,4 | Panama | 2 | 0 | 0 | 2 | 0 | - | 3 | -3 | 0 | L | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,1,Ecuador,2,1,1,0,2,1,+1,4,L,1 | Ecuador | 2 | 1 | 1 | 0 | 2 | - | 1 | +1 | 4 | L | D | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,2,Senegal,1,1,0,0,5,0,+5,3,L,2 | Senegal | 1 | 1 | 0 | 0 | 5 | - | 0 | +5 | 3 | L | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,3,Sweden,1,1,0,0,5,1,+4,3,W,3 | Sweden | 1 | 1 | 0 | 0 | 5 | - | 1 | +4 | 3 | W | L | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,4,DR Congo,1,1,0,0,3,1,+2,3,D,4 | DR Congo | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | D | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,5,Bosnia and Herzegovina,1,1,0,0,3,1,+2,3,D,5 | Bosnia and Herzegovina | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | D | L | W | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,6,South Korea,1,1,0,0,2,1,+1,3,W,6 | South Korea | 1 | 1 | 0 | 0 | 2 | - | 1 | +1 | 3 | W | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,7,Ghana,1,1,0,0,1,0,+1,3,W,7 | Ghana | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | W | D | L | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,8,Algeria,1,0,1,0,3,3,0,1,L,8 | Algeria | 1 | 0 | 1 | 0 | 3 | - | 3 | 0 | 1 | L | W | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,9,Iran,1,0,1,0,2,2,0,1,D,9 | Iran | 1 | 0 | 1 | 0 | 2 | - | 2 | 0 | 1 | D | D | D
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,10,Paraguay,1,0,1,0,0,0,0,1,L,10 | Paraguay | 1 | 0 | 1 | 0 | 0 | - | 0 | 0 | 1 | L | W | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,11,Uruguay,2,0,1,1,2,3,-1,1,D,11 | Uruguay | 2 | 0 | 1 | 1 | 2 | - | 3 | -1 | 1 | D | D | L
table,Home,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,12,Scotland,2,0,0,2,0,4,-4,0,W,12 | Scotland | 2 | 0 | 0 | 2 | 0 | - | 4 | -4 | 0 | W | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,1,Mexico,1,1,0,0,3,0,+3,3,W,1 | Mexico | 1 | 1 | 0 | 0 | 3 | - | 0 | +3 | 3 | W | W | W | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,2,South Africa,2,0,1,1,1,3,-2,1,L,2 | South Africa | 2 | 0 | 1 | 1 | 1 | - | 3 | -2 | 1 | L | D | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,3,Czechia,1,0,0,1,1,2,-1,0,L,3 | Czechia | 1 | 0 | 0 | 1 | 1 | - | 2 | -1 | 0 | L | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,4,South Korea,2,0,0,2,0,2,-2,0,W,4 | South Korea | 2 | 0 | 0 | 2 | 0 | - | 2 | -2 | 0 | W | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,1,Switzerland,1,0,1,0,1,1,0,1,D,1 | Switzerland | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | W | W | W | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,2,Bosnia and Herzegovina,2,0,1,1,2,5,-3,1,D,2 | Bosnia and Herzegovina | 2 | 0 | 1 | 1 | 2 | - | 5 | -3 | 1 | D | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,3,Canada,1,0,0,1,1,2,-1,0,D,3 | Canada | 1 | 0 | 0 | 1 | 1 | - | 2 | -1 | 0 | D | W | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,4,Qatar,2,0,0,2,1,9,-8,0,D,4 | Qatar | 2 | 0 | 0 | 2 | 1 | - | 9 | -8 | 0 | D | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,1,Morocco,2,1,1,0,2,1,+1,4,W,1 | Morocco | 2 | 1 | 1 | 0 | 2 | - | 1 | +1 | 4 | W | W | D | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,2,Brazil,1,1,0,0,3,0,+3,3,D,2 | Brazil | 1 | 1 | 0 | 0 | 3 | - | 0 | +3 | 3 | D | W | W | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,3,Scotland,1,1,0,0,1,0,+1,3,W,3 | Scotland | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | W | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,4,Haiti,2,0,0,2,2,7,-5,0,L,4 | Haiti | 2 | 0 | 0 | 2 | 2 | - | 7 | -5 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,1,Paraguay,2,1,0,1,2,4,-2,3,L,1 | Paraguay | 2 | 1 | 0 | 1 | 2 | - | 4 | -2 | 3 | L | W | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,2,Australia,2,0,1,1,0,2,-2,1,W,2 | Australia | 2 | 0 | 1 | 1 | 0 | - | 2 | -2 | 1 | W | L | D | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,3,USA,1,0,0,1,2,3,-1,0,W,3 | USA | 1 | 0 | 0 | 1 | 2 | - | 3 | -1 | 0 | W | W | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,4,Turkiye,1,0,0,1,0,2,-2,0,L,4 | Turkiye | 1 | 0 | 0 | 1 | 0 | - | 2 | -2 | 0 | L | L | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,1,Ivory Coast,2,1,0,1,3,2,+1,3,W,1 | Ivory Coast | 2 | 1 | 0 | 1 | 3 | - | 2 | +1 | 3 | W | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,2,Curacao,2,0,1,1,1,7,-6,1,L,2 | Curacao | 2 | 0 | 1 | 1 | 1 | - | 7 | -6 | 1 | L | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,3,Germany,1,0,0,1,1,2,-1,0,W,3 | Germany | 1 | 0 | 0 | 1 | 1 | - | 2 | -1 | 0 | W | W | L | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,4,Ecuador,1,0,0,1,0,1,-1,0,L,4 | Ecuador | 1 | 0 | 0 | 1 | 0 | - | 1 | -1 | 0 | L | D | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,1,Japan,2,1,1,0,6,2,+4,4,D,1 | Japan | 2 | 1 | 1 | 0 | 6 | - | 2 | +4 | 4 | D | W | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,2,Netherlands,1,1,0,0,3,1,+2,3,D,2 | Netherlands | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | D | W | W | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,3,Sweden,2,0,1,1,2,6,-4,1,W,3 | Sweden | 2 | 0 | 1 | 1 | 2 | - | 6 | -4 | 1 | W | L | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,4,Tunisia,1,0,0,1,1,5,-4,0,L,4 | Tunisia | 1 | 0 | 0 | 1 | 1 | - | 5 | -4 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,1,Egypt,2,1,1,0,4,2,+2,4,D,1 | Egypt | 2 | 1 | 1 | 0 | 4 | - | 2 | +2 | 4 | D | W | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,2,Belgium,1,1,0,0,5,1,+4,3,D,2 | Belgium | 1 | 1 | 0 | 0 | 5 | - | 1 | +4 | 3 | D | D | W | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,3,Iran,2,0,2,0,1,1,0,2,D,3 | Iran | 2 | 0 | 2 | 0 | 1 | - | 1 | 0 | 2 | D | D | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,4,New Zealand,1,0,1,0,2,2,0,1,D,4 | New Zealand | 1 | 0 | 1 | 0 | 2 | - | 2 | 0 | 1 | D | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,1,Spain,1,1,0,0,1,0,+1,3,D,1 | Spain | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | D | W | W | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,2,Cape Verde,2,0,2,0,2,2,0,2,D,2 | Cape Verde | 2 | 0 | 2 | 0 | 2 | - | 2 | 0 | 2 | D | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,3,Uruguay,1,0,1,0,1,1,0,1,D,3 | Uruguay | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,4,Saudi Arabia,2,0,1,1,0,4,-4,1,D,4 | Saudi Arabia | 2 | 0 | 1 | 1 | 0 | - | 4 | -4 | 1 | D | L | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,1,France,1,1,0,0,4,1,+3,3,W,1 | France | 1 | 1 | 0 | 0 | 4 | - | 1 | +3 | 3 | W | W | W | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,2,Norway,1,1,0,0,4,1,+3,3,W,2 | Norway | 1 | 1 | 0 | 0 | 4 | - | 1 | +3 | 3 | W | W | L | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,3,Senegal,2,0,0,2,3,6,-3,0,L,3 | Senegal | 2 | 0 | 0 | 2 | 3 | - | 6 | -3 | 0 | L | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,4,Iraq,2,0,0,2,0,8,-8,0,L,4 | Iraq | 2 | 0 | 0 | 2 | 0 | - | 8 | -8 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,1,Argentina,1,1,0,0,3,1,+2,3,W,1 | Argentina | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | W | W | W | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,2,Algeria,2,1,0,1,2,4,-2,3,L,2 | Algeria | 2 | 1 | 0 | 1 | 2 | - | 4 | -2 | 3 | L | W | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,3,Austria,2,0,1,1,3,5,-2,1,W,3 | Austria | 2 | 0 | 1 | 1 | 3 | - | 5 | -2 | 1 | W | L | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,4,Jordan,1,0,0,1,1,3,-2,0,L,4 | Jordan | 1 | 0 | 0 | 1 | 1 | - | 3 | -2 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,1,Colombia,1,1,0,0,3,1,+2,3,W,1 | Colombia | 1 | 1 | 0 | 0 | 3 | - | 1 | +2 | 3 | W | W | D | W | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,2,Portugal,1,0,1,0,0,0,0,1,D,2 | Portugal | 1 | 0 | 1 | 0 | 0 | - | 0 | 0 | 1 | D | W | D | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,3,DR Congo,2,0,1,1,1,2,-1,1,D,3 | DR Congo | 2 | 0 | 1 | 1 | 1 | - | 2 | -1 | 1 | D | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,4,Uzbekistan,2,0,0,2,1,8,-7,0,L,4 | Uzbekistan | 2 | 0 | 0 | 2 | 1 | - | 8 | -7 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,1,England,1,1,0,0,2,0,+2,3,W,1 | England | 1 | 1 | 0 | 0 | 2 | - | 0 | +2 | 3 | W | D | W | W | W
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,2,Croatia,2,1,0,1,3,4,-1,3,L,2 | Croatia | 2 | 1 | 0 | 1 | 3 | - | 4 | -1 | 3 | L | W | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,3,Ghana,2,0,1,1,1,2,-1,1,W,3 | Ghana | 2 | 0 | 1 | 1 | 1 | - | 2 | -1 | 1 | W | D | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,4,Panama,1,0,0,1,0,1,-1,0,L,4 | Panama | 1 | 0 | 0 | 1 | 0 | - | 1 | -1 | 0 | L | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,1,Scotland,1,1,0,0,1,0,+1,3,W,1 | Scotland | 1 | 1 | 0 | 0 | 1 | - | 0 | +1 | 3 | W | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,2,Algeria,2,1,0,1,2,4,-2,3,L,2 | Algeria | 2 | 1 | 0 | 1 | 2 | - | 4 | -2 | 3 | L | W | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,3,Paraguay,2,1,0,1,2,4,-2,3,L,3 | Paraguay | 2 | 1 | 0 | 1 | 2 | - | 4 | -2 | 3 | L | W | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,4,Iran,2,0,2,0,1,1,0,2,D,4 | Iran | 2 | 0 | 2 | 0 | 1 | - | 1 | 0 | 2 | D | D | D
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,5,Uruguay,1,0,1,0,1,1,0,1,D,5 | Uruguay | 1 | 0 | 1 | 0 | 1 | - | 1 | 0 | 1 | D | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,6,DR Congo,2,0,1,1,1,2,-1,1,D,6 | DR Congo | 2 | 0 | 1 | 1 | 1 | - | 2 | -1 | 1 | D | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,7,Ghana,2,0,1,1,1,2,-1,1,W,7 | Ghana | 2 | 0 | 1 | 1 | 1 | - | 2 | -1 | 1 | W | D | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,8,Bosnia and Herzegovina,2,0,1,1,2,5,-3,1,D,8 | Bosnia and Herzegovina | 2 | 0 | 1 | 1 | 2 | - | 5 | -3 | 1 | D | L | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,9,Sweden,2,0,1,1,2,6,-4,1,W,9 | Sweden | 2 | 0 | 1 | 1 | 2 | - | 6 | -4 | 1 | W | L | D | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,10,Ecuador,1,0,0,1,0,1,-1,0,L,10 | Ecuador | 1 | 0 | 0 | 1 | 0 | - | 1 | -1 | 0 | L | D | W | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,11,South Korea,2,0,0,2,0,2,-2,0,W,11 | South Korea | 2 | 0 | 0 | 2 | 0 | - | 2 | -2 | 0 | W | L | L
table,Away,https://www.fotmob.com/leagues/77/table/world-cup,Best 3rd Placed Teams,12,Senegal,2,0,0,2,3,6,-3,0,L,12 | Senegal | 2 | 0 | 0 | 2 | 3 | - | 6 | -3 | 0 | L | L | W | L
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,1,0,Mexico,3,3.7,+2.3,,,-1.5,6,+3,1 | 0 | Mexico | 3 | 3.7 | +2.3 | 1.5 | -1.5 | 6 | +3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,2,+1,South Korea,3,4.1,-2.1,,,+0.5,5,-2,2 | +1 | South Korea | 3 | 4.1 | -2.1 | 2.5 | +0.5 | 5 | -2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,3,-1,South Africa,3,2.6,-0.6,,,-0.4,3,+1,3 | -1 | South Africa | 3 | 2.6 | -0.6 | 3.4 | -0.4 | 3 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. A,4,0,Czechia,3,2.4,-0.4,,,+0.6,2,-1,4 | 0 | Czechia | 3 | 2.4 | -0.4 | 5.4 | +0.6 | 2 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,1,0,Switzerland,3,6.4,+0.6,,,+0.5,6,+1,1 | 0 | Switzerland | 3 | 6.4 | +0.6 | 2.5 | +0.5 | 6 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,2,0,Canada,3,7.5,+0.5,,,+0.7,6,-2,2 | 0 | Canada | 3 | 7.5 | +0.5 | 2.3 | +0.7 | 6 | -2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,3,0,Bosnia and Herzegovina,3,1.9,+3.1,,,+1.9,3,+1,3 | 0 | Bosnia and Herzegovina | 3 | 1.9 | +3.1 | 4.1 | +1.9 | 3 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. B,4,0,Qatar,3,1.6,+0.4,,,+1.5,2,-1,4 | 0 | Qatar | 3 | 1.6 | +0.4 | 8.5 | +1.5 | 2 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,1,0,Brazil,3,7.3,-0.3,,,-1.6,7,,1 | 0 | Brazil | 3 | 7.3 | -0.3 | 2.6 | -1.6 | 7
