source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-Friendlies,2022,2022-03-25,Friendly,Uganda,(5) 1–1 (4),Tajikistan,Markaziy Stadion (Neutral Site),a1b10ac8
INT-Friendlies,2022,2022-03-25,Friendly,Uzbekistan,3–1,Kyrgyz Republic,Markaziy Stadion (Neutral Site),fd13dae8
INT-Friendlies,2022,2022-03-26,Friendly,Angola,3–2,Guinea-Bissau,Estádio Municipal de Rio Maior (Neutral Site),5ce836c3
INT-Friendlies,2022,2022-03-26,Friendly,Belarus,3–0,India,Madinat 'Isa Stadium (Neutral Site),9762c1a0
INT-Friendlies,2022,2022-03-26,Friendly,CAR,0–0,Sudan,Benjamin Mkapa National Stadium (Neutral Site),393e757d
INT-Friendlies,2022,2022-03-26,Friendly,Croatia,1–1,Slovenia,Education City Stadium (Neutral Site),cde56311
INT-Friendlies,2022,2022-03-26,Friendly,England,2–1,Switzerland,Wembley Stadium (Neutral Site),3a98668d
INT-Friendlies,2022,2022-03-26,Friendly,Finland,1–1,Iceland,Estadio Enrique Roca de Murcia (Neutral Site),f50bf206
INT-Friendlies,2022,2022-03-26,Friendly,Germany,2–0,Israel,PreZero Arena (Neutral Site),89c7397f
INT-Friendlies,2022,2022-03-26,Friendly,Gibraltar,0–0,Faroe Islands,Victoria Stadium (Neutral Site),c6d18cd5
INT-Friendlies,2022,2022-03-26,Friendly,Mauritania,2–1,Mozambique,Stade Cheikha Ould Boïdiya (Neutral Site),1a89a8af
INT-Friendlies,2022,2022-03-26,Friendly,Netherlands,4–2,Denmark,Johan Cruyff ArenA (Neutral Site),4073d8ce
INT-Friendlies,2022,2022-03-26,Friendly,Niger,1–2,Libya,Stade Cheikha Ould Boïdiya (Neutral Site),68afc56a
INT-Friendlies,2022,2022-03-26,Friendly,Qatar,2–1,Bulgaria,Education City Stadium (Neutral Site),287e3d04
INT-Friendlies,2022,2022-03-26,Friendly,Rep. of Ireland,2–2,Belgium,Aviva Stadium (Neutral Site),d0e916ef
INT-Friendlies,2022,2022-03-26,Friendly,Singapore,2–1,Malaysia,National Stadium (Neutral Site),784d687f
INT-Friendlies,2022,2022-03-26,Friendly,Spain,2–1,Albania,RCDE Stadium (Neutral Site),2e427819
INT-Friendlies,2022,2022-03-27,Friendly,Barbados,0–5,Guyana,Hasely Crawford Stadium (Neutral Site),1bff4465
INT-Friendlies,2022,2022-03-27,Friendly,Belize,0–3,Cuba,FFB Field (Neutral Site),8202169c
INT-Friendlies,2022,2022-03-27,Friendly,Benin,2–1,Zambia,Titanic Mardan Stadyumu (Neutral Site),2199e4f3
INT-Friendlies,2022,2022-03-27,Friendly,Guatemala,2–1,Haiti,DRV PNK Stadium (Neutral Site),9ad77d1d
INT-Friendlies,2022,2022-03-27,Friendly,Laos,3–2,Brunei,"Lao National Stadium, KM16 (Neutral Site)",ee08a362
INT-Friendlies,2022,2022-03-27,Friendly,Thailand,1–0,Suriname,BG Stadium (Neutral Site),39754669
INT-Friendlies,2022,2022-03-28,Friendly,Andorra,1–0,Grenada,Estadi Nacional (Neutral Site),f78ee973
INT-Friendlies,2022,2022-03-28,Friendly,Montenegro,1–0,Greece,Stadion Pod Goricom (Neutral Site),3a213d17
INT-Friendlies,2022,2022-03-28,Friendly,San Marino,0–2,Cabo Verde,Pinatar Arena Football Center (Neutral Site),4e509e60
INT-Friendlies,2022,2022-03-28,Friendly,Vanuatu,1–2,Fiji,Hamad bin Khalifa Stadium (Neutral Site),785afb45
INT-Friendlies,2022,2022-03-29,Friendly,Albania,0–0,Georgia,Air Albania Stadium (Neutral Site),79fa024e
INT-Friendlies,2022,2022-03-29,Friendly,Angola,0–0,Equ. Guinea,Estádio Municipal de Óbidos (Neutral Site),6fda79cd
INT-Friendlies,2022,2022-03-29,Friendly,Austria,2–2,Scotland,Ernst-Happel-Stadion (Neutral Site),4586ab10
INT-Friendlies,2022,2022-03-29,Friendly,Azerbaijan,0–1,Latvia,Ta'Qali National Stadium (Neutral Site),270cc657
INT-Friendlies,2022,2022-03-29,Friendly,Bahrain,0–1,Belarus,Sheikh Ali bin Mohammed Stadium (Neutral Site),6536cb47
INT-Friendlies,2022,2022-03-29,Friendly,Bangladesh,0–0,Mongolia,Sylhet District Stadium (Neutral Site),d9b5e88c
INT-Friendlies,2022,2022-03-29,Friendly,Belgium,3–0,Burkina Faso,Lotto Park (Neutral Site),b668568a
INT-Friendlies,2022,2022-03-29,Friendly,Bosnia–Herz,1–0,Luxembourg,Stadion Bilino Polje (Neutral Site),b6971213
INT-Friendlies,2022,2022-03-29,Friendly,Congo,1–2,Sierra Leone,Titanic Mardan Stadyumu (Neutral Site),254d46d7
INT-Friendlies,2022,2022-03-29,Friendly,Croatia,2–1,Bulgaria,Education City Stadium (Neutral Site),70605959
INT-Friendlies,2022,2022-03-29,Friendly,Denmark,3–0,Serbia,Parken (Neutral Site),cfd42a80
INT-Friendlies,2022,2022-03-29,Friendly,England,3–0,Côte d'Ivoire,Wembley Stadium (Neutral Site),ed214e41
INT-Friendlies,2022,2022-03-29,Friendly,Finland,0–2,Slovakia,Estadio Enrique Roca de Murcia (Neutral Site),d9f720ce
INT-Friendlies,2022,2022-03-29,Friendly,France,5–0,South Africa,Decathlon Arena - Stade Pierre-Mauroy (Neutral Site),4c80e834
INT-Friendlies,2022,2022-03-29,Friendly,Israel,2–2,Romania,Winner Stadium (Neutral Site),b23de660
INT-Friendlies,2022,2022-03-29,Friendly,Liberia,1–2,Burundi,Titanic Mardan Stadyumu (Neutral Site),87ae82db
INT-Friendlies,2022,2022-03-29,Friendly,Liechtenstein,0–1,Faroe Islands,Pinatar Arena Football Center (Neutral Site),3f45bc06
INT-Friendlies,2022,2022-03-29,Friendly,Malta,2–0,Kuwait,Ta'Qali National Stadium (Neutral Site),ded3f693
INT-Friendlies,2022,2022-03-29,Friendly,Mauritania,2–0,Libya,Stade Cheikha Ould Boïdiya (Neutral Site),bd9618bb
INT-Friendlies,2022,2022-03-29,Friendly,Netherlands,1–1,Germany,Johan Cruyff ArenA (Neutral Site),897dd6ae
INT-Friendlies,2022,2022-03-29,Friendly,Northern Ireland,0–1,Hungary,Windsor Park (Neutral Site),1584b140
INT-Friendlies,2022,2022-03-29,Friendly,Norway,9–0,Armenia,Ullevaal Stadion (Neutral Site),01fcd97f
INT-Friendlies,2022,2022-03-29,Friendly,Qatar,0–0,Slovenia,Education City Stadium (Neutral Site),955577f5
INT-Friendlies,2022,2022-03-29,Friendly,Rep. of Ireland,1–0,Lithuania,Aviva Stadium (Neutral Site),dd6abcf4
INT-Friendlies,2022,2022-03-29,Friendly,Singapore,2–0,Philippines,National Stadium (Neutral Site),cc09ea26
INT-Friendlies,2022,2022-03-29,Friendly,Spain,5–0,Iceland,Estadio Abanca-Riazor (Neutral Site),c2262bba
INT-Friendlies,2022,2022-03-29,Friendly,Switzerland,1–1,Kosovo,Stadion Letzigrund (Neutral Site),4634b9ed
INT-Friendlies,2022,2022-03-29,Friendly,Tajikistan,1–0,Kyrgyz Republic,Markaziy Stadion (Neutral Site),7f4c89e4
INT-Friendlies,2022,2022-03-29,Friendly,Tanzania,1–1,Sudan,Benjamin Mkapa National Stadium (Neutral Site),520546b3
INT-Friendlies,2022,2022-03-29,Friendly,Togo,1–1,Benin,Titanic Mardan Stadyumu (Neutral Site),98889041
INT-Friendlies,2022,2022-03-29,Friendly,Trin & Tobago,1–1,Guyana,Hasely Crawford Stadium (Neutral Site),9ebafc02
INT-Friendlies,2022,2022-03-29,Friendly,Türkiye,2–3,Italy,Konya Büyükşehir Stadı (Neutral Site),cbb8e2ff
INT-Friendlies,2022,2022-03-29,Friendly,Uzbekistan,4–2,Uganda,Markaziy Stadion (Neutral Site),f8d6d003
INT-Friendlies,2022,2022-03-29,Friendly,Wales,1–1,Czechia,Cardiff City Stadium (Neutral Site),0ace8939
INT-Friendlies,2022,2022-04-27,Friendly,Mexico,0–0,Guatemala,Camping World Stadium (Neutral Site),db93baf0
INT-Friendlies,2022,2022-05-12,Friendly,Bahamas,4–2,Turks & Caicos,Thomas A. Robinson National Stadium (Neutral Site),66312a5d
INT-Friendlies,2022,2022-05-12,Friendly,Dominica,2–1,St. Vincent,Windsor Park Stadium (Neutral Site),71cfcb85
INT-Friendlies,2022,2022-05-14,Friendly,Bahamas,1–2,Turks & Caicos,Thomas A. Robinson National Stadium (Neutral Site),8e081d0d
INT-Friendlies,2022,2022-05-15,Friendly,Dominica,3–1,St. Vincent,Windsor Park Stadium (Neutral Site),0771a43e
INT-Friendlies,2022,2022-05-27,Friendly,Bahrain,2–0,Myanmar,BG Training Center (Neutral Site),d1f0a713
INT-Friendlies,2022,2022-05-27,Friendly,Malaysia,4–0,Brunei,Stadium Nasional Bukit Jalil (Neutral Site),6beb9a69
INT-Friendlies,2022,2022-05-27,Friendly,Thailand,1–0,Turkmenistan,Sri Nakhon Lamduan Stadium (Neutral Site),23edfe6e
INT-Friendlies,2022,2022-05-28,Friendly,Ethiopia,1–1,Lesotho,Adama Science and Technology University ... (Neutral Site),6fb3aa59
INT-Friendlies,2022,2022-05-28,Friendly,Jordan,2–0,India,Suheim bin Hamad Stadium (Neutral Site),5af41333
INT-Friendlies,2022,2022-05-28,Friendly,Mexico,2–1,Nigeria,AT&T Stadium (Neutral Site),307abd97
INT-Friendlies,2022,2022-05-29,Friendly,UAE,1–1,Gambia,Zabeel Stadium (Neutral Site),a19ba514
INT-Friendlies,2022,2022-05-30,Friendly,Ethiopia,1–1,Lesotho,Adama Science and Technology University ... (Neutral Site),74c8c414
INT-Friendlies,2022,2022-05-31,Friendly,Thailand,1–2,Bahrain,BG Stadium (Neutral Site),f6fd9132
INT-Friendlies,2022,2022-06-01,Friendly,Indonesia,0–0,Bangladesh,Stadion Si Jalak Harupat (Neutral Site),59564ea0
INT-Friendlies,2022,2022-06-01,Friendly,Jordan,1–2,Australia,Al Janoub Stadium (Neutral Site),ff5d964a
INT-Friendlies,2022,2022-06-01,Friendly,Kuwait,2–0,Singapore,Al Nahyan Stadium (Neutral Site),92f4c644
INT-Friendlies,2022,2022-06-01,Friendly,Malaysia,2–0,Hong Kong,Stadium Nasional Bukit Jalil (Neutral Site),97930717
INT-Friendlies,2022,2022-06-01,Friendly,Malta,0–1,Venezuela,Ta'Qali National Stadium (Neutral Site),716bcb21
INT-Friendlies,2022,2022-06-01,Friendly,United States,3–0,Morocco,TQL Stadium (Neutral Site),1f428d10
INT-Friendlies,2022,2022-06-01,Friendly,Vietnam,2–0,Afghanistan,Sân vận động Thống Nhất (Neutral Site),bcd7c112
INT-Friendlies,2022,2022-06-02,Friendly,Ecuador,1–0,Nigeria,Red Bull Arena (Neutral Site),7a60aa51
INT-Friendlies,2022,2022-06-02,Friendly,Japan,4–1,Paraguay,Sapporo Dome (Neutral Site),3dbdcb9f
INT-Friendlies,2022,2022-06-02,Friendly,Korea Republic,1–5,Brazil,Seoul World Cup Stadium (Neutral Site),1ddc6610
INT-Friendlies,2022,2022-06-02,Friendly,Mexico,0–3,Uruguay,State Farm Stadium (Neutral Site),471f58e1
INT-Friendlies,2022,2022-06-05,Friendly,Argentina,5–0,Estonia,Estadio El Sadar (Neutral Site),9d35b76e
INT-Friendlies,2022,2022-06-05,Friendly,Mexico,0–0,Ecuador,Soldier Field (Neutral Site),8dd4f5d5
INT-Friendlies,2022,2022-06-05,Friendly,Peru,1–0,New Zealand,RCDE Stadium (Neutral Site),4e64b6ab
INT-Friendlies,2022,2022-06-05,Friendly,Saudi Arabia,0–1,Colombia,Estadio Enrique Roca de Murcia (Neutral Site),a2a508d6
INT-Friendlies,2022,2022-06-06,Friendly,Japan,0–1,Brazil,Japan National Stadium (Neutral Site),f3f835c8
INT-Friendlies,2022,2022-06-06,Friendly,Korea Republic,2–0,Chile,Daejeon World Cup Stadium (Neutral Site),765d2fc8
INT-Friendlies,2022,2022-06-09,Friendly,New Zealand,0–0,Oman,Education City Stadium (Neutral Site),971c0b95
INT-Friendlies,2022,2022-06-09,Friendly,San Marino,0–1,Iceland,San Marino Stadium (Neutral Site),f8bda2e1
INT-Friendlies,2022,2022-06-09,Friendly,Saudi Arabia,0–1,Venezuela,Estadio Enrique Roca de Murcia (Neutral Site),70cc839d
INT-Friendlies,2022,2022-06-10,Friendly,Korea Republic,2–2,Paraguay,Suwon World Cup Stadium (Neutral Site),cc7e9a10
INT-Friendlies,2022,2022-06-11,Friendly,Ecuador,1–0,Cabo Verde,DRV PNK Stadium (Neutral Site),3b6f39de
INT-Friendlies,2022,2022-06-12,Friendly,IR Iran,1–2,Algeria,Suheim bin Hamad Stadium (Neutral Site),4759e0ec
INT-Friendlies,2022,2022-06-13,Friendly,Albania,0–0,Estonia,Air Albania Stadium (Neutral Site),e73e3b9e
INT-Friendlies,2022,2022-06-14,Friendly,Korea Republic,4–1,Egypt,Seoul World Cup Stadium (Neutral Site),893f4714
INT-Friendlies,2022,2022-07-16,Friendly,Philippines,4–1,Timor-Leste,Stadion Kapten I Wayan Dipta (Neutral Site),0f777c97
INT-Friendlies,2022,2022-07-18,Friendly,Mauritius,2–0,Seychelles,MFA Technical Center (Neutral Site),663ebb99
INT-Friendlies,2022,2022-08-26,Friendly,Qatar,1–1,Jamaica,Hama Trucks Arena (Neutral Site),aee2e2a4
INT-Friendlies,2022,2022-08-31,Friendly,Mexico,0–1,Paraguay,Mercedes-Benz Stadium (Neutral Site),30db455b
INT-Friendlies,2022,2022-09-21,Friendly,Brunei,0–3,Maldives,Padang dan Balapan Kompleks Sukan NHB (Neutral Site),d7c3b802
INT-Friendlies,2022,2022-09-21,Friendly,Hong Kong,2–0,Myanmar,Mong Kok Stadium (Neutral Site),695965a2
INT-Friendlies,2022,2022-09-21,Friendly,Libya,0–0,Uganda,Martyrs of February Stadium (Neutral Site),e89487f1
INT-Friendlies,2022,2022-09-21,Friendly,San Marino,0–0,Seychelles,San Marino Stadium (Neutral Site),48900be7
INT-Friendlies,2022,2022-09-22,Friendly,Australia,1–0,New Zealand,Suncorp Stadium (Neutral Site),0421bf5a
INT-Friendlies,2022,2022-09-22,Friendly,Cambodia,0–1,Bangladesh,Morodok Techo National Stadium (Neutral Site),150a81ac
INT-Friendlies,2022,2022-09-22,Friendly,Iceland,1–0,Venezuela,motion_invest Arena (Neutral Site),0648e9ab
