match_id,match_slug,match_url,home_team,away_team,kickoff,final_score,goal_index,minute,minute_base,stoppage_minute,elapsed_minute,scorer,scoring_country,opponent_country,credited_player_country,own_goal,penalty,score_before,score_after,scoring_team_score_before,opponent_score_before,scoring_team_score_after,opponent_score_after,home_score_before,away_score_before,home_score_after,away_score_after,raw_event
4667804,senegal-vs-france,https://www.fotmob.com/matches/senegal-vs-france/1f8fvo#4667804,France,Senegal,2026-06-16T19:00:00.000Z,3-1,3,90+5,90,5,95.0,Ibrahim Mbaye,Senegal,France,Senegal,False,False,2-0,2-1,0,2,1,2,2,0,2,1,90’ +5 Ibrahim Mbaye (2 - 1) assist by Iliman Ndiaye Kylian Mbappé
4667804,senegal-vs-france,https://www.fotmob.com/matches/senegal-vs-france/1f8fvo#4667804,France,Senegal,2026-06-16T19:00:00.000Z,3-1,4,90+6,90,6,96.0,Kylian Mbappé,France,Senegal,France,False,False,2-1,3-1,2,1,3,1,2,1,3,1,90’ +5 Ibrahim Mbaye (2 - 1) assist by Iliman Ndiaye Kylian Mbappé (3 - 1) 90’ +6
4667812,algeria-vs-argentina,https://www.fotmob.com/matches/algeria-vs-argentina/1ehtqa#4667812,Argentina,Algeria,2026-06-17T01:00:00.000Z,3-0,1,17,17,0,17.0,Lionel Messi,Argentina,Algeria,Argentina,False,False,0-0,1-0,0,0,1,0,0,0,1,0,8’ Goal ruled out - offside Farès Chaïbi Lionel Messi (1 - 0) assist by Rodrigo De Paul 17’ +4 minutes added HT 1 - 0 Nahuel Molina Gonzalo Montiel 46’ Julián Álvarez Lautaro Martínez 55’ Nicolás Gonzá
4667812,algeria-vs-argentina,https://www.fotmob.com/matches/algeria-vs-argentina/1ehtqa#4667812,Argentina,Algeria,2026-06-17T01:00:00.000Z,3-0,2,60,60,0,60.0,Lionel Messi,Argentina,Algeria,Argentina,False,False,1-0,2-0,1,0,2,0,1,0,2,0,55’ Lionel Messi (2 - 0) 60’ 64’ Houssem Aouar Hicham Boudaoui 64’ Mohamed Amoura Amine Gouiri 64’ Riyad Mahrez Anis Hadj Moussa Lionel Messi
4667812,algeria-vs-argentina,https://www.fotmob.com/matches/algeria-vs-argentina/1ehtqa#4667812,Argentina,Algeria,2026-06-17T01:00:00.000Z,3-0,3,76,76,0,76.0,Lionel Messi,Argentina,Algeria,Argentina,False,False,2-0,3-0,2,0,3,0,2,0,3,0,64’ Riyad Mahrez Anis Hadj Moussa Lionel Messi (3 - 0) assist by Nicolás González 76’ Nico Paz Lionel Messi 80’ Nicolás Otamendi Cristian Romero 80’ 82’ Ramiz Zerrouki Nabil Bentaleb 82’ Adil Bo
4667813,jordan-vs-austria,https://www.fotmob.com/matches/jordan-vs-austria/1my603#4667813,Austria,Jordan,2026-06-17T04:00:00.000Z,3-1,1,20,20,0,20.0,Romano Schmid,Austria,Jordan,Austria,False,False,0-0,1-0,0,0,1,0,0,0,1,0,Romano Schmid (1 - 0) assist by Xaver Schlager 20’ +4 minutes added HT 1 - 0 Marko Arnautovic Sasa Kalajdzic 46’ 50’ Ali Iyad Olwan
4667813,jordan-vs-austria,https://www.fotmob.com/matches/jordan-vs-austria/1my603#4667813,Austria,Jordan,2026-06-17T04:00:00.000Z,3-1,2,50,50,0,50.0,Ali Iyad Olwan,Jordan,Austria,Jordan,False,False,1-0,1-1,0,1,1,1,1,0,1,1,50’ Ali Iyad Olwan (1 - 1) assist by Noor Al-Rawabdeh Paul Wanner Phillipp Mwene 59’ Kevin Danso David Alaba 59’ Carney Chukwuemeka Xaver Schlager 59’ Goal ruled out
4667813,jordan-vs-austria,https://www.fotmob.com/matches/jordan-vs-austria/1my603#4667813,Austria,Jordan,2026-06-17T04:00:00.000Z,3-1,3,76,76,0,76.0,Yazan Abu Al-Arab,Austria,Jordan,Jordan,True,False,1-1,2-1,1,1,2,1,1,1,2,1,72’ Saleem Obaid Mo Abualnadi Yazan Abu Al-Arab (2 - 1) Own goal 76’ Marcel Sabitzer 77’ 81’ Saed Al-Rosan Abdallah Nasib 81’ Mahmoud Al Mardi Ehsan Haddad Patrick Wimmer Romano Schmid 83’ 88’ Mo
4667813,jordan-vs-austria,https://www.fotmob.com/matches/jordan-vs-austria/1my603#4667813,Austria,Jordan,2026-06-17T04:00:00.000Z,3-1,4,90+12,90,12,102.0,Marko Arnautovic,Austria,Jordan,Austria,False,True,2-1,3-1,2,1,3,1,2,1,3,1,88’ Ali Al-Azaizeh Odeh Fakhouri +10 minutes added Marko Arnautovic (3 - 1) Penalty 90’ +12
4667820,colombia-vs-uzbekistan,https://www.fotmob.com/matches/colombia-vs-uzbekistan/2dm7x9#4667820,Uzbekistan,Colombia,2026-06-18T02:00:00.000Z,1-3,1,40,40,0,40.0,Daniel Muñoz,Colombia,Uzbekistan,Colombia,False,False,0-0,0-1,0,0,1,0,0,0,0,1,40’ Daniel Muñoz (0 - 1) assist by Luis Díaz +5 minutes added HT 0 - 1 Dostonbek Khamdamov Oston Urunov 46’ Farrukh Sayfiev Sherzod Nasrulloev 46’ Abbosbek Fayzulla
4667820,colombia-vs-uzbekistan,https://www.fotmob.com/matches/colombia-vs-uzbekistan/2dm7x9#4667820,Uzbekistan,Colombia,2026-06-18T02:00:00.000Z,1-3,2,60,60,0,60.0,Abbosbek Fayzullayev,Uzbekistan,Colombia,Uzbekistan,False,False,0-1,1-1,0,1,1,1,0,1,1,1,46’ Abbosbek Fayzullayev (1 - 1) Header 60’ 65’ Luis Díaz
4667820,colombia-vs-uzbekistan,https://www.fotmob.com/matches/colombia-vs-uzbekistan/2dm7x9#4667820,Uzbekistan,Colombia,2026-06-18T02:00:00.000Z,1-3,3,72,72,0,72.0,Luis Díaz,Colombia,Uzbekistan,Colombia,False,False,1-1,1-2,1,1,2,1,1,1,1,2,65’ Luis Díaz (1 - 2) assist by Gustavo Puerta 72’ Jaminton Campaz James Rodríguez Jakhongir Urozov Rustamjon Ashurmatov 77’ Azizbek Amonov Abbosbek Fayzullayev
4667820,colombia-vs-uzbekistan,https://www.fotmob.com/matches/colombia-vs-uzbekistan/2dm7x9#4667820,Uzbekistan,Colombia,2026-06-18T02:00:00.000Z,1-3,4,90+9,90,9,99.0,Jaminton Campaz,Colombia,Uzbekistan,Colombia,False,False,1-2,1-3,2,1,3,1,1,2,1,3,"90’ +9 Jaminton Campaz (1 - 3) Header, assist by Juan Hernández"
4667819,dr-congo-vs-portugal,https://www.fotmob.com/matches/dr-congo-vs-portugal/1s6g4o#4667819,Portugal,DR Congo,2026-06-17T17:00:00.000Z,1-1,1,6,6,0,6.0,João Neves,Portugal,DR Congo,Portugal,False,False,0-0,1-0,0,0,1,0,0,0,1,0,"João Neves (1 - 0) Header, assist by Pedro Neto 6’ Bernardo Silva 13’ 32’ Chancel Mbemba +4 minutes added 45’ +5 Yoane Wissa"
4667819,dr-congo-vs-portugal,https://www.fotmob.com/matches/dr-congo-vs-portugal/1s6g4o#4667819,Portugal,DR Congo,2026-06-17T17:00:00.000Z,1-1,2,45+5,45,5,50.0,Yoane Wissa,DR Congo,Portugal,DR Congo,False,False,1-0,1-1,0,1,1,1,1,0,1,1,"45’ +5 Yoane Wissa (1 - 1) Header, assist by Arthur Masuaku HT 1 - 1 Francisco Conceição Bernardo Silva 46’ 57’ Noah Sadiki Ngal Ayel Mukau Rafael Leão Pedro Neto 72’"
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,1,12,12,0,12.0,Harry Kane,England,Croatia,England,False,True,0-0,1-0,0,0,1,0,0,0,1,0,10’ Harry Kane (1 - 0) Penalty 12’ 36’ Martin Baturina
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,2,36,36,0,36.0,Martin Baturina,Croatia,England,Croatia,False,False,1-0,1-1,0,1,1,1,1,0,1,1,36’ Martin Baturina (1 - 1) assist by Petar Sucic Harry Kane
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,3,42,42,0,42.0,Harry Kane,England,Croatia,England,False,False,1-1,2-1,1,1,2,1,1,1,2,1,"36’ Martin Baturina (1 - 1) assist by Petar Sucic Harry Kane (2 - 1) Header, assist by Declan Rice 42’ +5 minutes added 45’ +5 Petar Musa"
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,4,45+5,45,5,50.0,Petar Musa,Croatia,England,Croatia,False,False,2-1,2-2,1,2,2,2,2,1,2,2,45’ +5 Petar Musa (2 - 2) assist by Ivan Perisic HT 2 - 2 Jude Bellingham
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,5,47,47,0,47.0,Jude Bellingham,England,Croatia,England,False,False,2-2,3-2,2,2,3,2,2,2,3,2,45’ +5 Petar Musa (2 - 2) assist by Ivan Perisic HT 2 - 2 Jude Bellingham (3 - 2) assist by Elliot Anderson 47’ 58’ Mateo Kovacic Luka Modric 66’ Marco Pasalic Luka Vuskovic 66’ Igor Matanovic Petar Musa Morgan Rogers Dec
4667825,england-vs-croatia,https://www.fotmob.com/matches/england-vs-croatia/2viayw#4667825,England,Croatia,2026-06-17T20:00:00.000Z,4-2,6,85,85,0,85.0,Marcus Rashford,England,Croatia,England,False,False,3-2,4-2,3,2,4,2,3,2,4,2,79’ Marcus Rashford (4 - 2) assist by Bukayo Saka 85’ Marc Guéhi John Stones 87’ +6 minutes added
4667826,panama-vs-ghana,https://www.fotmob.com/matches/panama-vs-ghana/1bjek0#4667826,Ghana,Panama,2026-06-17T23:00:00.000Z,1-0,1,90+5,90,5,95.0,Caleb Yirenkyi,Ghana,Panama,Ghana,False,False,0-0,1-0,0,0,1,0,0,0,1,0,90’ Aníbal Godoy César Blackman +6 minutes added Caleb Yirenkyi (1 - 0) assist by Brandon Thomas-Asante 90’ +5 90’ +9 Carlos Harvey
4667754,mexico-vs-south-korea,https://www.fotmob.com/matches/mexico-vs-south-korea/1qpvav#4667754,Mexico,South Korea,2026-06-19T01:00:00.000Z,1-0,1,50,50,0,50.0,Luis Romo,Mexico,South Korea,Mexico,False,False,0-0,1-0,0,0,1,0,0,0,1,0,4’ Kang-In Lee +4 minutes added HT 0 - 0 Luis Romo (1 - 0) 50’ 57’ Hee-Chan Hwang Jae-Sung Lee 57’ Hyun-Gyu Oh Heung-Min Son 58’ Seung-Ho Paik Orbelín Pineda Brian Gutiérrez 71’ Obed Vargas Luis Rom
4667753,south-africa-vs-czechia,https://www.fotmob.com/matches/south-africa-vs-czechia/1tbjja#4667753,Czechia,South Africa,2026-06-18T16:00:00.000Z,1-1,1,6,6,0,6.0,Michal Sadílek,Czechia,South Africa,Czechia,False,False,0-0,1-0,0,0,1,0,0,0,1,0,Michal Sadílek (1 - 0) assist by Alexandr Sojka 6’ 33’ Teboho Mokoena 40’ Thalente Mbatha +4 minutes added HT 1 - 0 46’ Relebohile Mofokeng Jayden Adams Jaroslav
4667753,south-africa-vs-czechia,https://www.fotmob.com/matches/south-africa-vs-czechia/1tbjja#4667753,Czechia,South Africa,2026-06-18T16:00:00.000Z,1-1,2,84,84,0,84.0,Teboho Mokoena,South Africa,Czechia,South Africa,False,True,1-0,1-1,0,1,1,1,1,0,1,1,83’ Teboho Mokoena (1 - 1) Penalty 84’ Kamogelo Sebelebele Thapelo Maseko +7 minutes added
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,1,16,16,0,16.0,Cyle Larin,Canada,Qatar,Canada,False,False,0-0,1-0,0,0,1,0,0,0,1,0,9’ Cyle Larin (1 - 0) 16’ Jonathan David
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,2,29,29,0,29.0,Jonathan David,Canada,Qatar,Canada,False,True,1-0,2-0,1,0,2,0,1,0,2,0,16’ Jonathan David (2 - 0) 29’ 31’ Yellow card cancelled Homam Elamin Penalty cancelled Tajon Buchanan 31’ 33’ Homam Elamin 40’ Sultan Al Brake Yusuf Abdurisag +6 min
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,3,45+3,45,3,48.0,Jonathan David,Canada,Qatar,Canada,False,False,2-0,3-0,2,0,3,0,2,0,3,0,40’ Sultan Al Brake Yusuf Abdurisag +6 minutes added Jonathan David (3 - 0) 45’ +3 HT 3 - 0 46’ Mohamed Al Mannai Jassem Gaber 46’ Ahmed Fathi Edmílson Junior Moïse Bombito Derek Cornelius 46’ 51’ Yellow card cancel
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,4,62,62,0,62.0,Nathan Saliba,Canada,Qatar,Canada,False,False,3-0,4-0,3,0,4,0,3,0,4,0,62’ Ahmed Fathi Nathan Saliba (4 - 0) Direct free kick 64’ Jacob Shaffelburg Luc De Fougerolles 71’ Tani Oluwaseyi Ali Ahmed 71’ Mohamed Al Mannai
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,5,75,75,0,75.0,Mohamed Al Mannai,Canada,Qatar,Qatar,True,False,4-0,5-0,4,0,5,0,4,0,5,0,71’ Mohamed Al Mannai (5 - 0) Own goal 75’ Niko Sigur Tajon Buchanan 83’ 87’ Lucas Mendes Ahmed Fathi +9 minutes added Jonathan David
4667760,canada-vs-qatar,https://www.fotmob.com/matches/canada-vs-qatar/14u9ym#4667760,Canada,Qatar,2026-06-18T22:00:00.000Z,6-0,6,90+2,90,2,92.0,Jonathan David,Canada,Qatar,Canada,False,False,5-0,6-0,5,0,6,0,5,0,6,0,87’ Lucas Mendes Ahmed Fathi +9 minutes added Jonathan David (6 - 0) assist by Nathan Saliba 90’ +2
4667759,switzerland-vs-bosnia-herzegovina,https://www.fotmob.com/matches/switzerland-vs-bosnia-herzegovina/2c9awx#4667759,Switzerland,Bosnia and Herzegovina,2026-06-18T19:00:00.000Z,4-1,1,74,74,0,74.0,Johan Manzambi,Switzerland,Bosnia and Herzegovina,Switzerland,False,False,0-0,1-0,0,0,1,0,0,0,1,0,72’ Johan Manzambi (1 - 0) 74’ 80’ Tarik Muharemovic Rubén Vargas
4667759,switzerland-vs-bosnia-herzegovina,https://www.fotmob.com/matches/switzerland-vs-bosnia-herzegovina/2c9awx#4667759,Switzerland,Bosnia and Herzegovina,2026-06-18T19:00:00.000Z,4-1,2,84,84,0,84.0,Rubén Vargas,Switzerland,Bosnia and Herzegovina,Switzerland,False,False,1-0,2-0,1,0,2,0,1,0,2,0,80’ Tarik Muharemovic Rubén Vargas (2 - 0) assist by Breel Embolo 84’ 85’ Amir Hadziahmetovic Ivan Sunjic 85’ Jovo Lukic Ermedin Demirovic Luca Jaquez Silvan Widmer 86’ Cedric Itten
4667759,switzerland-vs-bosnia-herzegovina,https://www.fotmob.com/matches/switzerland-vs-bosnia-herzegovina/2c9awx#4667759,Switzerland,Bosnia and Herzegovina,2026-06-18T19:00:00.000Z,4-1,3,90,90,0,90.0,Johan Manzambi,Switzerland,Bosnia and Herzegovina,Switzerland,False,False,2-0,3-0,2,0,3,0,2,0,3,0,89’ Johan Manzambi (3 - 0) assist by Rubén Vargas 90’ +6 minutes added 90’ +1 Ermin Mahmic Kerim Alajbegovic 90’ +3 Ermin Mahmic
4667759,switzerland-vs-bosnia-herzegovina,https://www.fotmob.com/matches/switzerland-vs-bosnia-herzegovina/2c9awx#4667759,Switzerland,Bosnia and Herzegovina,2026-06-18T19:00:00.000Z,4-1,4,90+3,90,3,93.0,Ermin Mahmic,Bosnia and Herzegovina,Switzerland,Bosnia and Herzegovina,False,False,3-0,3-1,0,3,1,3,3,0,3,1,90’ +3 Ermin Mahmic (3 - 1) Granit Xhaka
4667759,switzerland-vs-bosnia-herzegovina,https://www.fotmob.com/matches/switzerland-vs-bosnia-herzegovina/2c9awx#4667759,Switzerland,Bosnia and Herzegovina,2026-06-18T19:00:00.000Z,4-1,5,90+7,90,7,97.0,Granit Xhaka,Switzerland,Bosnia and Herzegovina,Switzerland,False,True,3-1,4-1,3,1,4,1,3,1,4,1,90’ +3 Ermin Mahmic (3 - 1) Granit Xhaka (4 - 1) Penalty 90’ +7
4667767,haiti-vs-brazil,https://www.fotmob.com/matches/haiti-vs-brazil/1ny7ix#4667767,Brazil,Haiti,2026-06-20T00:30:00.000Z,3-0,1,23,23,0,23.0,Matheus Cunha,Brazil,Haiti,Brazil,False,False,0-0,1-0,0,0,1,0,0,0,1,0,4’ Carlens Arcus Matheus Cunha (1 - 0) 23’ Matheus Cunha
4667767,haiti-vs-brazil,https://www.fotmob.com/matches/haiti-vs-brazil/1ny7ix#4667767,Brazil,Haiti,2026-06-20T00:30:00.000Z,3-0,2,36,36,0,36.0,Matheus Cunha,Brazil,Haiti,Brazil,False,False,1-0,2-0,1,0,2,0,1,0,2,0,23’ Matheus Cunha (2 - 0) assist by Vinícius Júnior 36’ Rayan Raphinha 40’ +6 minutes added Vinícius Júnior
4667767,haiti-vs-brazil,https://www.fotmob.com/matches/haiti-vs-brazil/1ny7ix#4667767,Brazil,Haiti,2026-06-20T00:30:00.000Z,3-0,3,45+3,45,3,48.0,Vinícius Júnior,Brazil,Haiti,Brazil,False,False,2-0,3-0,2,0,3,0,2,0,3,0,40’ +6 minutes added Vinícius Júnior (3 - 0) assist by Lucas Paquetá 45’ +3 45’ +4 Frantzdy Pierrot HT 3 - 0 46’ Wilson Isidor Frantzdy Pierrot 46’ Dominique Simon Carlens Arcus 62’ Do
4667766,morocco-vs-scotland,https://www.fotmob.com/matches/morocco-vs-scotland/1sv292#4667766,Scotland,Morocco,2026-06-19T22:00:00.000Z,0-1,1,22,22,0,22.0,Ismael Saibari,Morocco,Scotland,Morocco,False,False,0-0,0-1,0,0,1,0,0,0,0,1,2’ Ismael Saibari (0 - 1) assist by Brahim Díaz 22’ Issa Diop +5 minutes added HT 0 - 1 Ben Gannon-Doak Kieran Tierney 60’ Andrew Robertson 65’ Kenny McLean Ryan Chr
4667774,usa-vs-australia,https://www.fotmob.com/matches/usa-vs-australia/1hox83#4667774,USA,Australia,2026-06-19T19:00:00.000Z,2-0,1,11,11,0,11.0,Cameron Burgess,USA,Australia,Australia,True,False,0-0,1-0,0,0,1,0,0,0,1,0,Cameron Burgess (1 - 0) Own goal 11’ 16’ Jordan Bos 32’ Alessandro Circati Alex Freeman
4667774,usa-vs-australia,https://www.fotmob.com/matches/usa-vs-australia/1hox83#4667774,USA,Australia,2026-06-19T19:00:00.000Z,2-0,2,43,43,0,43.0,Alex Freeman,USA,Australia,USA,False,False,1-0,2-0,1,0,2,0,1,0,2,0,32’ Alessandro Circati Alex Freeman (2 - 0) Header 43’ +7 minutes added HT 2 - 0 46’ Jason Geria Cameron Burgess 46’ Connor Metcalfe Nishan Velupillay 46’ Nestory Irankunda Mohamed To
4667773,turkiye-vs-paraguay,https://www.fotmob.com/matches/turkiye-vs-paraguay/1gte1s#4667773,Turkiye,Paraguay,2026-06-20T03:00:00.000Z,0-1,1,4,4,0,4.0,Matías Galarza,Paraguay,Turkiye,Paraguay,False,False,0-0,0-1,0,0,1,0,0,0,0,1,2’ Matías Galarza (0 - 1) assist by Julio Enciso 4’ Matías Galarza +6 minutes added 45’ +3 Miguel Almirón HT 0 - 1 46’ Damián Bobadilla Isidro Pitta Baris Alper Yilm
4667780,ivory-coast-vs-germany,https://www.fotmob.com/matches/ivory-coast-vs-germany/1xi59e#4667780,Germany,Ivory Coast,2026-06-20T20:00:00.000Z,2-1,1,30,30,0,30.0,Franck Kessié,Ivory Coast,Germany,Ivory Coast,False,False,0-0,0-1,0,0,1,0,0,0,0,1,30’ Franck Kessié (0 - 1) +7 minutes added HT 0 - 1 Antonio Rüdiger Nico Schlotterbeck 46’ Jamie Leweling Leroy Sané 60’ Nadiem Amiri Aleksandar Pavlovic 60’ Deniz U
4667780,ivory-coast-vs-germany,https://www.fotmob.com/matches/ivory-coast-vs-germany/1xi59e#4667780,Germany,Ivory Coast,2026-06-20T20:00:00.000Z,2-1,2,68,68,0,68.0,Deniz Undav,Germany,Ivory Coast,Germany,False,False,0-1,1-1,0,1,1,1,0,1,1,1,60’ Deniz Undav (1 - 1) assist by Nadiem Amiri 68’ 75’ Seko Fofana Ibrahim Sangaré 75’ Simon Adingra Amad Diallo 75’ Evann Guessand Ange-Yoan Bonny 82’ Guéla Doué
4667780,ivory-coast-vs-germany,https://www.fotmob.com/matches/ivory-coast-vs-germany/1xi59e#4667780,Germany,Ivory Coast,2026-06-20T20:00:00.000Z,2-1,3,90+4,90,4,94.0,Deniz Undav,Germany,Ivory Coast,Germany,False,False,1-1,2-1,1,1,2,1,1,1,2,1,85’ +6 minutes added Deniz Undav (2 - 1) assist by Felix Nmecha 90’ +4
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,1,5,5,0,5.0,Brian Brobbey,Netherlands,Sweden,Netherlands,False,False,0-0,1-0,0,0,1,0,0,0,1,0,Brian Brobbey (1 - 0) assist by Cody Gakpo 5’ Brian Brobbey
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,2,17,17,0,17.0,Brian Brobbey,Netherlands,Sweden,Netherlands,False,False,1-0,2-0,1,0,2,0,1,0,2,0,5’ Brian Brobbey (2 - 0) assist by Denzel Dumfries 17’ +4 minutes added HT 2 - 0 Crysencio Summerville Donyell Malen 46’ Cody Gakpo
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,3,47,47,0,47.0,Cody Gakpo,Netherlands,Sweden,Netherlands,False,False,2-0,3-0,2,0,3,0,2,0,3,0,46’ Cody Gakpo (3 - 0) assist by Denzel Dumfries 47’ 53’ Gabriel Gudmundsson Cody Gakpo
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,4,54,54,0,54.0,Cody Gakpo,Netherlands,Sweden,Netherlands,False,False,3-0,4-0,3,0,4,0,3,0,4,0,53’ Gabriel Gudmundsson Cody Gakpo (4 - 0) assist by Crysencio Summerville 54’ 55’ Besfort Zeneli Jesper Karlström 55’ Lucas Bergvall Benjamin Nygren 55’ Anthony Elanga Alexander Ber
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,5,59,59,0,59.0,Anthony Elanga,Sweden,Netherlands,Sweden,False,False,4-0,4-1,0,4,1,4,4,0,4,1,59’ Anthony Elanga (4 - 1) assist by Alexander Isak Memphis Depay Brian Brobbey 72’ 75’ Yasin Ayari 79’ Taha Abdi Ali Yasin Ayari 80’ Lucas Bergvall Crysencio Summerv
4667786,netherlands-vs-sweden,https://www.fotmob.com/matches/netherlands-vs-sweden/1x1gy6#4667786,Netherlands,Sweden,2026-06-20T17:00:00.000Z,5-1,6,89,89,0,89.0,Crysencio Summerville,Netherlands,Sweden,Netherlands,False,False,4-1,5-1,4,1,5,1,4,1,5,1,80’ Lucas Bergvall Crysencio Summerville (5 - 1) assist by Memphis Depay 89’ Noa Lang Cody Gakpo 90’ +5 minutes added 90’ +3 Elliot Stroud Gabriel Gudmundsson
4667785,japan-vs-tunisia,https://www.fotmob.com/matches/japan-vs-tunisia/1hqd1q#4667785,Tunisia,Japan,2026-06-21T04:00:00.000Z,0-4,1,31,31,0,31.0,Daichi Kamada,Japan,Tunisia,Japan,False,False,0-0,0-1,0,0,1,0,0,0,0,1,4’ Daichi Kamada (0 - 1) assist by Keito Nakamura 31’ Ayase Ueda
4667785,japan-vs-tunisia,https://www.fotmob.com/matches/japan-vs-tunisia/1hqd1q#4667785,Tunisia,Japan,2026-06-21T04:00:00.000Z,0-4,2,31,31,0,31.0,Ayase Ueda,Japan,Tunisia,Japan,False,False,0-1,0-2,1,0,2,0,0,1,0,2,31’ Ayase Ueda (0 - 2) assist by Ko Itakura +4 minutes added HT 0 - 2 Amine Ben Hamida Dylan Bronn 46’ Ismaël Gharbi Elias Saad 46’ Firas Chaouat Sebastian Tounek
4667785,japan-vs-tunisia,https://www.fotmob.com/matches/japan-vs-tunisia/1hqd1q#4667785,Tunisia,Japan,2026-06-21T04:00:00.000Z,0-4,3,74,74,0,74.0,Junya Ito,Japan,Tunisia,Japan,False,False,0-2,0-3,2,0,3,0,0,2,0,3,69’ Junya Ito (0 - 3) assist by Ayase Ueda 74’ Yukinari Sugawara Ritsu Doan 74’ Junnosuke Suzuki Daichi Kamada 78’ Yuito Suzuki Keito Nakamura 78’ Ayumu Seko Tak
4667785,japan-vs-tunisia,https://www.fotmob.com/matches/japan-vs-tunisia/1hqd1q#4667785,Tunisia,Japan,2026-06-21T04:00:00.000Z,0-4,4,84,84,0,84.0,Ayase Ueda,Japan,Tunisia,Japan,False,False,0-3,0-4,3,0,4,0,0,3,0,4,"83’ Ayase Ueda (0 - 4) Header, assist by Kaishu Sano 84’ Keisuke Goto Ayase Ueda Elias Achouri Ali Abdi 90’ Rani Khedira Ellyes Skhiri 90’ +6 minutes added"
4667792,new-zealand-vs-egypt,https://www.fotmob.com/matches/new-zealand-vs-egypt/24xk7y#4667792,New Zealand,Egypt,2026-06-22T01:00:00.000Z,1-3,1,15,15,0,15.0,Finn Surman,New Zealand,Egypt,New Zealand,False,False,0-0,1-0,0,0,1,0,0,0,1,0,"Finn Surman (1 - 0) Header, assist by Tim Payne 15’ 17’ Mohanad Lasheen Sarpreet Singh 20’ Callum McCowatt 34’ 41’ Rami Rabia Hamdi Fathi +4 minutes added HT 1"
4667792,new-zealand-vs-egypt,https://www.fotmob.com/matches/new-zealand-vs-egypt/24xk7y#4667792,New Zealand,Egypt,2026-06-22T01:00:00.000Z,1-3,2,58,58,0,58.0,Mostafa Ziko,Egypt,New Zealand,Egypt,False,False,1-0,1-1,0,1,1,1,1,0,1,1,"58’ Mostafa Ziko (1 - 1) Header, assist by Mohamed Hany Benjamin Old Callum McCowatt 66’ 67’ Mohamed Salah"
4667792,new-zealand-vs-egypt,https://www.fotmob.com/matches/new-zealand-vs-egypt/24xk7y#4667792,New Zealand,Egypt,2026-06-22T01:00:00.000Z,1-3,3,67,67,0,67.0,Mohamed Salah,Egypt,New Zealand,Egypt,False,False,1-1,1-2,1,1,2,1,1,1,1,2,67’ Mohamed Salah (1 - 2) assist by Mostafa Ziko Jesse Randall Liberato Cacace 76’ Ryan Thomas Sarpreet Singh 76’ 76’ Trezeguet Omar Marmoush 76’ Hamza Abdelkarim Mo
