team,fifa_version,gk,def,mid,att,top11_overall,squad_overall,star_power,depth,value_log,avg_age_top11,n_players
Canada,16,63.0,66.5,60.666666666666664,64.66666666666667,64.0909090909091,64.0909090909091,67.66666666666667,64.0909090909091,15.554220981849422,26.181818181818183,11
India,16,65.0,55.5,55.666666666666664,61.0,57.90909090909091,57.90909090909091,63.666666666666664,57.90909090909091,0.0,26.181818181818183,11
Argentina,15,72.0,81.75,81.0,88.5,81.63636363636364,81.63636363636364,87.66666666666667,81.63636363636364,19.299477275551762,27.727272727272727,11
Portugal,15,80.0,80.25,80.25,84.0,80.9090909090909,80.9090909090909,86.0,80.9090909090909,18.919636201219515,28.363636363636363,11
Netherlands,15,79.0,77.33333333333333,83.5,82.0,80.63636363636364,80.63636363636364,87.33333333333333,80.63636363636364,18.919028852282576,27.0,11
Sweden,15,75.0,75.0,75.0,81.5,76.18181818181819,76.18181818181819,82.0,76.18181818181819,18.2628566704684,29.09090909090909,11
Germany,15,90.0,84.33333333333333,86.25,88.0,84.9090909090909,84.9090909090909,88.0,84.9090909090909,19.593162884282904,25.545454545454547,11
Spain,15,84.0,82.75,86.25,84.0,84.36363636363636,84.36363636363636,87.66666666666667,84.36363636363636,19.324898898640836,27.09090909090909,11
Colombia,15,77.0,74.0,79.5,81.5,77.63636363636364,77.63636363636364,85.66666666666667,77.63636363636364,18.636598258232855,27.454545454545453,11
Belgium,15,86.0,81.25,82.25,75.0,81.36363636363636,81.36363636363636,86.66666666666667,81.36363636363636,19.004013064085463,24.727272727272727,11
Brazil,15,82.0,83.5,82.0,84.5,83.0,83.0,85.66666666666667,83.0,19.07300593520039,27.09090909090909,11
Wales,15,72.0,72.5,77.5,68.0,73.45454545454545,73.45454545454545,83.0,73.45454545454545,18.075722617800164,25.727272727272727,11
Poland,15,76.0,73.75,72.5,81.5,74.9090909090909,74.9090909090909,82.66666666666667,74.9090909090909,18.300488569901095,27.09090909090909,11
Côte d'Ivoire,15,69.0,76.0,77.75,80.0,77.0909090909091,77.0909090909091,82.66666666666667,77.0909090909091,18.217952389628145,29.09090909090909,11
England,15,82.0,79.75,79.5,83.0,80.63636363636364,80.63636363636364,83.66666666666667,80.63636363636364,18.776255089454775,25.818181818181817,11
Uruguay,15,82.0,77.75,76.0,82.0,78.27272727272727,78.27272727272727,84.0,78.27272727272727,18.509606962295898,27.818181818181817,11
Czech Republic,15,85.0,73.0,75.5,72.0,74.81818181818181,74.81818181818181,80.66666666666667,74.81818181818181,17.458346099754813,27.363636363636363,11
France,15,85.0,80.5,82.0,83.5,82.0,82.0,84.33333333333333,82.0,18.798432020347022,26.09090909090909,11
Chile,15,83.0,69.0,77.75,80.5,76.0,76.0,84.0,76.0,18.31226000614311,26.818181818181817,11
Italy,15,82.0,80.5,80.25,81.0,80.63636363636364,80.63636363636364,83.66666666666667,80.63636363636364,18.488339401771974,27.363636363636363,11
Turkey,15,80.0,77.75,81.0,77.0,78.9090909090909,78.9090909090909,81.66666666666667,78.9090909090909,18.412648582335745,26.09090909090909,11
Russia,15,83.0,75.66666666666667,77.5,76.0,76.81818181818181,76.81818181818181,80.0,76.81818181818181,17.904842595113248,29.09090909090909,11
Peru,15,69.0,70.25,73.75,78.0,72.81818181818181,72.81818181818181,79.66666666666667,72.81818181818181,17.330780425626052,28.363636363636363,11
Slovenia,15,83.0,70.25,73.33333333333333,69.66666666666667,72.0909090909091,72.0909090909091,78.66666666666667,72.0909090909091,17.40180345100394,27.363636363636363,11
Denmark,15,71.0,75.0,77.0,72.0,74.81818181818181,74.81818181818181,81.33333333333333,74.81818181818181,17.736493324585496,29.0,11
Greece,15,74.0,76.0,73.33333333333333,74.0,74.54545454545455,74.54545454545455,78.66666666666667,74.54545454545455,17.665658180950928,28.181818181818183,11
Austria,15,69.0,74.25,73.5,73.0,72.63636363636364,72.63636363636364,78.0,72.63636363636364,17.22335251545768,24.90909090909091,11
Venezuela,15,67.0,71.0,71.75,77.0,70.81818181818181,70.81818181818181,78.66666666666667,70.81818181818181,0.0,29.272727272727273,11
United States,15,78.0,71.5,76.0,77.0,74.72727272727273,74.72727272727273,79.66666666666667,74.72727272727273,17.731525604582277,28.545454545454547,11
Mexico,15,80.0,76.25,75.0,78.5,76.0909090909091,76.0909090909091,79.66666666666667,76.0909090909091,17.896854324893884,27.90909090909091,11
Ecuador,15,72.0,67.5,73.75,73.66666666666667,71.54545454545455,71.54545454545455,76.66666666666667,71.54545454545455,17.109493892425032,28.545454545454547,11
Switzerland,15,79.0,75.0,79.25,74.0,77.0909090909091,77.0909090909091,79.66666666666667,77.0909090909091,17.926384438531027,25.727272727272727,11
Paraguay,15,72.0,69.75,74.75,75.0,72.27272727272727,72.27272727272727,75.66666666666667,72.27272727272727,0.0,31.727272727272727,11
Republic of Ireland,15,69.0,73.5,76.5,79.0,74.63636363636364,74.63636363636364,78.66666666666667,74.63636363636364,17.495601531265812,28.818181818181817,11
Finland,15,66.0,67.75,73.5,68.0,69.63636363636364,69.63636363636364,77.0,69.63636363636364,16.934566091749158,27.636363636363637,11
Cameroon,15,69.0,76.25,74.5,76.0,74.9090909090909,74.9090909090909,79.0,74.9090909090909,17.449141564267812,28.09090909090909,11
Northern Ireland,15,68.0,69.5,71.75,71.5,70.54545454545455,70.54545454545455,76.33333333333333,70.54545454545455,17.00824776628211,28.181818181818183,11
Hungary,15,70.0,68.75,73.0,76.0,70.9090909090909,70.9090909090909,76.0,70.9090909090909,16.755994410127943,27.272727272727273,11
South Africa,15,77.0,69.25,71.0,67.5,70.27272727272727,70.27272727272727,74.33333333333333,70.27272727272727,16.65605000050672,24.272727272727273,11
Bulgaria,15,71.0,64.0,71.0,66.0,67.72727272727273,67.72727272727273,73.0,67.72727272727273,16.142788361109663,26.454545454545453,11
Romania,15,74.0,72.5,73.75,73.0,72.63636363636364,72.63636363636364,75.66666666666667,72.63636363636364,17.075528364551364,27.545454545454547,11
Scotland,15,74.0,69.75,73.75,75.0,72.0909090909091,72.0909090909091,74.66666666666667,72.0909090909091,17.030378401595577,27.0,11
Australia,15,72.0,66.25,71.25,70.0,69.0909090909091,69.0909090909091,72.66666666666667,69.0909090909091,16.312839810055355,26.90909090909091,11
Korea Republic,15,67.0,69.5,71.25,72.0,70.36363636363636,70.36363636363636,75.33333333333333,70.36363636363636,16.91108821173685,25.454545454545453,11
Norway,15,71.0,70.25,73.25,74.33333333333333,71.18181818181819,71.18181818181819,74.33333333333333,71.18181818181819,16.835935492889124,24.818181818181817,11
Egypt,15,65.0,66.33333333333333,68.5,70.0,66.54545454545455,66.54545454545455,72.66666666666667,66.54545454545455,15.918424577929366,25.454545454545453,11
New Zealand,15,62.0,63.0,62.25,69.5,63.81818181818182,63.81818181818182,71.33333333333333,63.81818181818182,15.77137117931546,24.272727272727273,11
Bolivia,15,63.0,65.25,61.5,70.0,62.81818181818182,62.81818181818182,68.0,62.81818181818182,14.72175135802525,27.727272727272727,11
India,15,64.0,56.25,57.25,61.5,58.27272727272727,58.27272727272727,63.0,58.27272727272727,0.0,25.818181818181817,11
England,26,84.0,80.75,84.25,87.0,83.45454545454545,83.45454545454545,88.66666666666667,83.45454545454545,20.237945505213478,25.454545454545453,11
Germany,26,83.0,83.0,83.25,79.0,82.36363636363636,82.36363636363636,88.0,82.36363636363636,19.90114827736482,27.727272727272727,11
Morocco,26,82.0,80.0,77.5,80.0,79.27272727272727,79.27272727272727,84.33333333333333,79.27272727272727,19.315543532499536,28.636363636363637,11
Italy,26,89.0,83.25,85.66666666666667,82.33333333333333,84.18181818181819,84.18181818181819,87.66666666666667,84.18181818181819,20.201547773698916,27.09090909090909,11
Argentina,26,85.0,80.0,83.25,86.5,82.81818181818181,82.81818181818181,86.66666666666667,82.81818181818181,19.905688580273296,28.727272727272727,11
Spain,26,85.0,82.75,87.25,82.0,84.54545454545455,84.54545454545455,88.0,84.54545454545455,20.41945438391976,24.636363636363637,11
France,26,87.0,86.0,81.5,88.66666666666667,85.54545454545455,85.54545454545455,89.33333333333333,85.54545454545455,20.57476582978806,25.09090909090909,11
Portugal,26,84.0,83.0,85.0,85.0,83.63636363636364,83.63636363636364,87.33333333333333,83.63636363636364,20.148790187880163,27.0,11
Netherlands,26,78.0,84.75,85.5,81.0,83.63636363636364,83.63636363636364,87.66666666666667,83.63636363636364,20.01601973403536,26.454545454545453,11
Hungary,26,78.0,76.5,78.33333333333333,75.0,75.72727272727273,75.72727272727273,83.0,75.72727272727273,18.85116362153777,26.818181818181817,11
Norway,26,76.0,75.0,78.5,87.0,78.54545454545455,78.54545454545455,87.0,78.54545454545455,19.726036165277666,26.545454545454547,11
Scotland,26,72.0,74.75,79.5,77.0,76.0909090909091,76.0909090909091,82.66666666666667,76.0909090909091,18.84562163509927,27.09090909090909,11
Poland,26,79.0,75.25,76.75,83.0,77.54545454545455,77.54545454545455,82.33333333333333,77.54545454545455,18.637403735515182,28.454545454545453,11
Croatia,26,80.0,78.5,78.75,81.5,79.27272727272727,79.27272727272727,83.33333333333333,79.27272727272727,19.10831274885185,29.272727272727273,11
Sweden,26,73.0,76.75,79.33333333333333,85.33333333333333,79.45454545454545,79.45454545454545,86.0,79.45454545454545,19.77767502193504,25.454545454545453,11
United States,26,74.0,77.5,78.25,80.0,77.9090909090909,77.9090909090909,82.66666666666667,77.9090909090909,19.143993343695463,26.636363636363637,11
Denmark,26,79.0,77.25,79.25,76.0,77.81818181818181,77.81818181818181,81.33333333333333,77.81818181818181,18.84398577673765,28.454545454545453,11
Czechia,26,75.0,75.25,76.5,74.0,75.45454545454545,75.45454545454545,78.0,75.45454545454545,18.283714900347096,27.636363636363637,11
Romania,26,71.0,72.5,74.5,74.0,73.36363636363636,73.36363636363636,77.33333333333333,73.36363636363636,17.84620509310992,28.454545454545453,11
Ukraine,26,80.0,76.5,77.25,83.0,77.0909090909091,77.0909090909091,81.0,77.0909090909091,19.125756500318296,25.454545454545453,11
Ghana,26,71.0,75.66666666666667,78.75,75.5,75.81818181818181,75.81818181818181,82.0,75.81818181818181,18.533116182218706,28.363636363636363,11
Mexico,26,79.0,74.5,76.0,77.5,76.0,76.0,78.33333333333333,76.0,17.073607134447293,27.454545454545453,11
Qatar,26,70.0,68.75,75.33333333333333,72.33333333333333,71.63636363636364,71.63636363636364,77.0,71.63636363636364,0.0,29.545454545454547,11
Iceland,26,68.0,68.75,70.0,71.0,69.54545454545455,69.54545454545455,73.33333333333333,69.54545454545455,17.11872756803093,26.272727272727273,11
Republic of Ireland,26,79.0,75.75,74.25,73.0,74.72727272727273,74.72727272727273,78.0,74.72727272727273,18.298513121277594,25.545454545454547,11
Finland,26,81.0,67.0,74.25,74.0,72.0,72.0,77.0,72.0,17.175885945106174,29.272727272727273,11
Northern Ireland,26,68.0,73.25,70.5,66.0,70.54545454545455,70.54545454545455,75.0,70.54545454545455,17.718492838921904,24.545454545454547,11
Wales,26,70.0,76.25,70.66666666666667,75.5,73.72727272727273,73.72727272727273,77.66666666666667,73.72727272727273,18.186223445380108,26.545454545454547,11
Egypt,26,91.0,70.25,71.5,76.33333333333333,70.6,70.6,83.33333333333333,70.6,18.809813204216077,27.2,10
Uruguay,26,79.0,81.66666666666667,83.0,79.0,81.18181818181819,81.18181818181819,85.0,81.18181818181819,19.59594538722893,29.90909090909091,11
Belgium,26,89.0,86.25,84.0,83.33333333333333,83.72727272727273,83.72727272727273,87.0,83.72727272727273,19.69743922079335,30.0,11
Brazil,26,89.0,86.0,86.0,87.0,86.36363636363636,86.36363636363636,89.0,86.36363636363636,20.444213092514563,28.0,11
Slovenia,26,88.0,77.0,75.0,77.0,76.0909090909091,76.0909090909091,81.66666666666667,76.0909090909091,18.715958893025775,28.818181818181817,11
Nigeria,26,87.0,79.0,79.0,84.0,80.18181818181819,80.18181818181819,84.0,80.18181818181819,19.650321297950857,25.90909090909091,11
Switzerland,26,87.0,82.0,81.75,86.0,81.45454545454545,81.45454545454545,86.0,81.45454545454545,19.293228557057457,30.545454545454547,11
Georgia,26,84.0,73.0,74.25,79.33333333333333,76.18181818181819,76.18181818181819,82.66666666666667,76.18181818181819,19.156887413972758,25.90909090909091,11
Ecuador,26,74.0,80.75,78.33333333333333,72.0,77.18181818181819,77.18181818181819,85.33333333333333,77.18181818181819,19.447886539977734,26.0,11
Guinea,26,87.0,76.0,75.0,77.66666666666667,75.0,75.0,80.33333333333333,75.0,18.732567512421607,27.545454545454547,11
Türkiye,26,80.0,79.5,82.25,79.0,80.27272727272727,80.27272727272727,83.0,80.27272727272727,19.60547073191963,25.727272727272727,11
Korea Republic,26,75.0,82.0,76.33333333333333,79.66666666666667,77.0,77.0,82.0,77.0,18.7514223130485,29.636363636363637,11
Colombia,26,85.0,80.33333333333333,80.33333333333333,79.66666666666667,79.72727272727273,79.72727272727273,83.0,79.72727272727273,19.334969477163863,27.727272727272727,11
Cameroon,26,80.0,75.25,79.33333333333333,77.66666666666667,77.45454545454545,77.45454545454545,82.66666666666667,77.45454545454545,19.11931285971553,27.272727272727273,11
Algeria,26,84.0,80.0,79.75,78.66666666666667,79.0,79.0,81.66666666666667,79.0,19.160234302099735,27.363636363636363,11
Serbia,26,82.0,83.0,80.25,82.0,80.54545454545455,80.54545454545455,83.0,80.54545454545455,19.380030969118383,28.181818181818183,11
Canada,26,78.0,78.0,75.5,78.0,77.0909090909091,77.0909090909091,81.33333333333333,77.0909090909091,18.938879128003695,27.181818181818183,11
Slovakia,26,78.0,79.75,77.25,78.0,78.27272727272727,78.27272727272727,82.33333333333333,78.27272727272727,18.892557623818085,30.09090909090909,11
Kosovo,26,72.0,76.66666666666667,76.33333333333333,75.0,75.18181818181819,75.18181818181819,80.33333333333333,75.18181818181819,18.35240191390571,27.818181818181817,11
Armenia,26,83.0,61.0,74.0,67.66666666666667,69.22222222222223,69.22222222222223,76.66666666666667,69.22222222222223,17.217207847984756,28.77777777777778,9
Senegal,26,80.0,82.0,80.0,80.0,79.72727272727273,79.72727272727273,81.66666666666667,79.72727272727273,19.110823420507057,28.363636363636363,11
Saudi Arabia,26,72.0,72.5,76.0,77.33333333333333,73.36363636363636,73.36363636363636,77.33333333333333,73.36363636363636,17.886245271612086,28.363636363636363,11
Japan,26,82.0,77.5,81.25,79.0,79.27272727272727,79.27272727272727,82.0,79.27272727272727,19.24485619130468,27.636363636363637,11
New Zealand,26,71.0,70.0,72.5,72.66666666666667,71.0909090909091,71.0909090909091,76.0,71.0909090909091,17.6332229058992,26.545454545454547,11
Austria,26,82.0,80.5,78.75,81.33333333333333,79.0909090909091,79.0909090909091,81.33333333333333,79.0909090909091,19.123778260315973,27.181818181818183,11
Greece,26,79.0,76.75,79.0,79.5,78.0,78.0,80.66666666666667,78.0,19.20686279503531,25.636363636363637,11
Congo DR,26,82.0,76.0,74.0,80.0,76.36363636363636,76.36363636363636,81.0,76.36363636363636,18.634985346599372,27.363636363636363,11
Venezuela,26,73.0,74.0,75.66666666666667,73.0,73.72727272727273,73.72727272727273,77.33333333333333,73.72727272727273,18.097026024863467,29.363636363636363,11
Côte d'Ivoire,26,81.0,80.25,79.5,80.33333333333333,79.27272727272727,79.27272727272727,80.33333333333333,79.27272727272727,19.39900687050537,25.0,11
Burkina Faso,26,73.0,73.75,73.5,73.0,72.0909090909091,72.0909090909091,77.66666666666667,72.0909090909091,18.127651078578815,23.454545454545453,11
Gabon,26,81.0,66.0,69.25,80.0,70.1,70.1,79.66666666666667,70.1,17.68931237135144,27.6,10
Bosnia and Herzegovina,26,77.0,75.66666666666667,75.5,78.0,76.36363636363636,76.36363636363636,80.0,76.36363636363636,18.22709600701562,30.363636363636363,11
Tunisia,26,80.0,73.33333333333333,74.75,72.0,72.9090909090909,72.9090909090909,76.66666666666667,72.9090909090909,17.862064473832543,26.545454545454547,11
Mozambique,26,79.0,74.0,78.0,68.0,73.5,73.5,75.33333333333333,73.5,17.437181289122726,27.25,4
North Macedonia,26,79.0,68.0,72.0,70.0,70.81818181818181,70.81818181818181,76.66666666666667,70.81818181818181,17.380808950306857,28.818181818181817,11
Paraguay,26,79.0,77.0,76.0,75.66666666666667,75.63636363636364,75.63636363636364,77.66666666666667,75.63636363636364,18.0611445677326,30.636363636363637,11
Albania,26,74.0,76.5,74.0,75.0,74.9090909090909,74.9090909090909,77.33333333333333,74.9090909090909,18.003648999472734,27.90909090909091,11
Jamaica,26,75.0,72.0,73.25,70.0,72.0909090909091,72.0909090909091,77.0,72.0909090909091,17.47199597009032,30.181818181818183,11
Mali,26,79.0,77.5,77.0,74.0,75.72727272727273,75.72727272727273,78.0,75.72727272727273,18.308631251329423,27.09090909090909,11
Russia,26,78.0,71.0,76.25,73.0,73.72727272727273,73.72727272727273,78.33333333333333,73.72727272727273,18.081705391148123,28.636363636363637,11
Central African Republic,26,78.0,73.0,72.25,71.5,72.25,72.25,73.66666666666667,72.25,16.660419999923214,27.25,4
Montenegro,26,71.0,73.75,69.0,71.0,71.36363636363636,71.36363636363636,77.0,71.36363636363636,17.362970475402378,28.363636363636363,11
Indonesia,26,78.0,72.25,66.0,66.0,70.0909090909091,70.0909090909091,74.66666666666667,70.0909090909091,17.316553304762056,25.363636363636363,11
Iran,26,68.0,68.0,70.66666666666667,78.0,71.0,71.0,74.33333333333333,71.0,16.916728384358617,29.5,6
Libya,26,78.0,72.0,74.0,73.33333333333333,73.33333333333333,73.33333333333333,73.33333333333333,73.33333333333333,16.548253436697504,30.0,3
Liberia,26,78.0,75.0,63.25,69.0,66.16666666666667,66.16666666666667,74.0,66.16666666666667,17.099799558847923,23.333333333333332,6
Gambia,26,78.0,67.0,73.0,74.33333333333333,71.54545454545455,71.54545454545455,76.33333333333333,71.54545454545455,17.921042326058192,25.545454545454547,11
Australia,26,78.0,72.0,73.0,71.0,72.72727272727273,72.72727272727273,75.33333333333333,72.72727272727273,17.252718409303803,28.545454545454547,11
Uzbekistan,26,77.0,72.5,65.0,68.5,69.4,69.4,73.0,69.4,17.23323724157764,23.6,5
Cabo Verde,26,74.0,74.5,70.0,72.0,71.72727272727273,71.72727272727273,75.0,71.72727272727273,17.61771871970664,26.90909090909091,11
Togo,26,77.0,70.75,69.0,76.33333333333333,71.27272727272727,71.27272727272727,77.0,71.27272727272727,17.602537095880624,27.636363636363637,11
Chile,26,77.0,75.33333333333333,74.75,75.0,75.0,75.0,76.33333333333333,75.0,17.628817590453263,30.90909090909091,11
Bulgaria,26,70.0,68.66666666666667,71.0,77.0,70.45454545454545,70.45454545454545,74.0,70.45454545454545,17.338925601849205,25.09090909090909,11
Israel,26,73.0,75.5,75.5,72.0,72.81818181818181,72.81818181818181,76.0,72.81818181818181,17.944256563006768,24.818181818181817,11
Burundi,26,77.0,71.0,64.0,68.66666666666667,68.66666666666667,68.66666666666667,68.66666666666667,68.66666666666667,16.57076242414378,25.666666666666668,3
Angola,26,71.0,75.66666666666667,71.0,73.66666666666667,73.0,73.0,76.0,73.0,17.65946885388698,27.90909090909091,11
Comoros,26,77.0,69.0,71.5,64.0,68.81818181818181,68.81818181818181,74.66666666666667,68.81818181818181,17.370858648025116,24.90909090909091,11
Luxembourg,26,75.0,65.75,70.66666666666667,73.66666666666667,67.63636363636364,67.63636363636364,73.66666666666667,67.63636363636364,16.995645596096086,26.818181818181817,11
Equatorial Guinea,26,67.0,69.5,67.0,64.0,65.9090909090909,65.9090909090909,73.33333333333333,65.9090909090909,16.882400072400365,25.90909090909091,11
Guinea-Bissau,26,76.0,70.0,70.25,73.66666666666667,71.18181818181819,71.18181818181819,74.0,71.18181818181819,17.176753658811503,28.272727272727273,11
Zimbabwe,26,76.0,68.5,68.75,66.0,67.54545454545455,67.54545454545455,72.66666666666667,67.54545454545455,16.835935492889124,26.181818181818183,11
Panama,26,72.0,69.5,68.0,67.33333333333333,68.9090909090909,68.9090909090909,72.66666666666667,68.9090909090909,16.773021670646116,27.636363636363637,11
Jordan,26,75.0,75.0,75.0,61.0,70.33333333333333,70.33333333333333,70.33333333333333,70.33333333333333,16.211130608041678,25.333333333333332,3
Dominican Republic,26,54.0,62.75,73.0,67.5,65.11111111111111,65.11111111111111,73.66666666666667,65.11111111111111,16.73786541552032,24.333333333333332,9
Suriname,26,72.0,71.25,71.25,75.0,71.54545454545455,71.54545454545455,74.0,71.54545454545455,16.876562344477314,30.636363636363637,11
Syria,26,75.0,68.5,66.66666666666667,70.0,67.72727272727273,67.72727272727273,72.33333333333333,67.72727272727273,16.492414098845437,27.727272727272727,11
Peru,26,72.0,73.33333333333333,72.33333333333333,72.0,72.45454545454545,72.45454545454545,73.66666666666667,72.45454545454545,16.65458907995242,32.45454545454545,11
Mauritania,26,69.0,58.666666666666664,65.0,65.0,62.9,62.9,69.66666666666667,62.9,16.38314868206627,23.0,10
Zambia,26,75.0,69.0,66.33333333333333,72.0,68.375,68.375,72.66666666666667,68.375,16.592775890296352,26.5,8
Malta,26,75.0,63.0,67.33333333333333,64.33333333333333,63.75,63.75,70.0,63.75,16.213405921671733,23.5,8
Haiti,26,69.0,69.0,70.33333333333333,68.66666666666667,69.27272727272727,69.27272727272727,73.0,69.27272727272727,16.725140186960765,29.272727272727273,11
Kenya,26,73.0,68.75,63.666666666666664,63.333333333333336,65.18181818181819,65.18181818181819,70.66666666666667,65.18181818181819,16.34523130322334,25.09090909090909,11
Honduras,26,73.0,68.0,69.0,66.66666666666667,67.63636363636364,67.63636363636364,72.66666666666667,67.63636363636364,16.661872432919147,26.363636363636363,11
Estonia,26,73.0,66.66666666666667,65.5,69.66666666666667,66.57142857142857,66.57142857142857,69.66666666666667,66.57142857142857,16.318993675124798,26.0,7
South Africa,26,73.0,70.75,66.5,67.0,68.18181818181819,68.18181818181819,72.33333333333333,68.18181818181819,16.88356353960952,24.272727272727273,11
Chad,26,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,15.096444681204078,27.0,1
Benin,26,73.0,63.333333333333336,62.666666666666664,71.0,65.66666666666667,65.66666666666667,71.0,65.66666666666667,16.378535064087515,25.88888888888889,9
United Arab Emirates,26,70.0,72.5,65.25,58.666666666666664,64.72727272727273,64.72727272727273,72.0,64.72727272727273,16.65488143485628,24.09090909090909,11
Congo,26,73.0,68.33333333333333,67.5,66.33333333333333,66.9090909090909,66.9090909090909,71.33333333333333,66.9090909090909,16.535159960807693,26.454545454545453,11
Malaysia,26,73.0,73.0,70.0,71.5,71.5,71.5,71.5,71.5,15.623799493077952,25.0,2
Madagascar,26,72.0,66.5,71.33333333333333,65.0,68.66666666666667,68.66666666666667,71.33333333333333,68.66666666666667,16.012735246411598,27.833333333333332,6
Latvia,26,72.0,68.0,54.0,64.0,64.85714285714286,64.85714285714286,69.0,64.85714285714286,15.831080156294194,25.428571428571427,7
Bolivia,26,72.0,67.5,67.75,71.0,68.0,68.0,71.0,68.0,16.223806195348942,29.181818181818183,11
Cyprus,26,70.0,70.75,68.25,68.5,69.36363636363636,69.36363636363636,72.0,69.36363636363636,16.791040175221152,27.636363636363637,11
Philippines,26,72.0,67.75,69.33333333333333,63.0,67.75,67.75,69.33333333333333,67.75,15.702580358511794,26.25,4
Chinese Taipei,26,72.0,61.666666666666664,61.666666666666664,61.666666666666664,61.666666666666664,61.666666666666664,61.666666666666664,61.666666666666664,14.621986870259695,30.333333333333332,3
Tanzania,26,72.0,59.0,68.0,72.0,66.33333333333333,66.33333333333333,66.33333333333333,66.33333333333333,15.389321500009087,25.666666666666668,3
Sierra Leone,26,72.0,70.5,66.75,67.0,66.81818181818181,66.81818181818181,70.0,66.81818181818181,16.59897746017504,25.90909090909091,11
Bangladesh,26,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,14.731801689838349,27.0,1
Costa Rica,26,71.0,67.25,67.5,70.0,68.0909090909091,68.0909090909091,70.0,68.0909090909091,16.733281344102608,25.818181818181817,11
China PR,26,70.0,70.0,70.5,70.0,69.9090909090909,69.9090909090909,70.66666666666667,69.9090909090909,16.368075934107708,30.90909090909091,11
Guyana,26,71.0,64.5,63.75,58.0,63.142857142857146,63.142857142857146,66.66666666666667,63.142857142857146,15.511126350125648,24.857142857142858,7
Curacao,26,71.0,66.75,68.25,67.0,66.63636363636364,66.63636363636364,69.66666666666667,66.63636363636364,16.704492517204205,24.09090909090909,11
Guatemala,26,64.0,71.0,67.0,61.0,65.75,65.75,67.33333333333333,65.75,15.11023799953124,26.75,4
Lithuania,26,68.0,61.0,68.0,62.0,63.1,63.1,68.66666666666667,63.1,16.147168995578554,23.9,10
Bermuda,26,52.0,61.0,61.0,70.0,61.0,61.0,61.0,61.0,13.635188201437066,28.0,2
Azerbaijan,26,70.0,68.5,67.0,68.0,67.9090909090909,67.9090909090909,69.33333333333333,67.9090909090909,16.48793365050796,27.272727272727273,11
El Salvador,26,60.0,66.0,64.5,66.0,64.5,64.5,66.0,64.5,15.244625155788022,26.25,4
Palestine,26,69.0,66.5,65.66666666666667,69.0,66.5,66.5,68.66666666666667,66.5,15.65764639299599,26.0,4
Pakistan,26,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,14.77102238760702,22.0,1
Niger,26,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,14.557448378884015,23.0,1
Grenada,26,69.0,63.333333333333336,65.75,67.0,64.125,64.125,67.0,64.125,15.454507466814658,28.75,8
Uganda,26,69.0,66.75,64.0,62.0,64.85714285714286,64.85714285714286,67.33333333333333,64.85714285714286,15.59046307836746,26.0,7
India,26,67.0,67.0,66.0,67.0,66.45454545454545,66.45454545454545,67.66666666666667,66.45454545454545,15.810211007243431,29.545454545454547,11
Iraq,26,68.0,68.0,67.25,66.0,66.63636363636364,66.63636363636364,68.0,66.63636363636364,16.677711496036597,23.90909090909091,11
Vanuatu,26,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,13.623139877437296,31.0,1
Belarus,26,68.0,65.0,63.0,66.0,65.0,65.0,65.0,65.0,15.130577678252136,22.666666666666668,3
Andorra,26,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,13.997832948091215,23.0,1
Sri Lanka,26,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,14.077875591662238,25.0,1
Hong Kong,26,67.0,62.5,55.0,55.0,58.55555555555556,58.55555555555556,63.666666666666664,58.55555555555556,15.270631343386219,25.555555555555557,9
Namibia,26,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,13.790193775620484,27.0,1
Saint Lucia,26,66.0,63.5,66.0,64.33333333333333,64.33333333333333,64.33333333333333,64.33333333333333,64.33333333333333,14.70134249472477,24.666666666666668,3
Trinidad and Tobago,26,60.0,63.25,63.25,58.5,60.125,60.125,64.0,60.125,15.51020849800391,24.25,8
Cuba,26,66.0,65.5,65.0,65.5,65.5,65.5,65.5,65.5,14.360738188157574,26.5,2
Moldova,26,65.0,56.0,62.666666666666664,66.0,61.57142857142857,61.57142857142857,65.66666666666667,61.57142857142857,15.327335862038517,24.714285714285715,7
Montserrat,26,65.0,62.5,61.0,62.0,62.0,62.0,62.0,62.0,14.111905314512224,27.666666666666668,3
Antigua and Barbuda,26,65.0,65.0,60.0,56.0,60.25,60.25,61.666666666666664,60.25,14.31325155008416,26.0,4
Rwanda,26,64.0,63.5,63.5,63.5,63.5,63.5,63.5,63.5,14.375126917328105,22.5,2
Saint Kitts and Nevis,26,64.0,60.0,62.5,63.0,61.25,61.25,63.0,61.25,14.72175135802525,23.25,4
Faroe Islands,26,60.0,64.0,57.0,64.0,61.25,61.25,62.666666666666664,61.25,14.496079462646344,25.0,4
Lebanon,26,64.0,63.0,64.0,62.0,63.0,63.0,63.0,63.0,14.360738188157574,25.5,2
Barbados,26,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,13.910821646859095,23.0,1
