match_id,match_slug,match_url,title,home_team,away_team,kickoff,round,venue,referee,status,home_score,away_score,raw_text
4667751,south-africa-vs-mexico,https://www.fotmob.com/matches/south-africa-vs-mexico/1einvt#4667751,Mexico vs South Africa (2026-06-11T19:00:00.000Z),Mexico,South Africa,2026-06-11T19:00:00.000Z,FIFA World Cup Round 1,Mexico City Stadium,Wilton Sampaio,Full time,2,0,"Skip to main content News Transfers About TV schedules Mexico vs South Africa (2026-06-11T19:00:00.000Z) Matches FIFA World Cup Round 1 Follow Thu, June 11, 9:00 PM Mexico City Stadium Wilton Sampaio Mexico FIFA #14 2 - 0 Full time South Africa FIFA #60 Quiñones9' Jiménez67' Montes90+2' Sithole49' Zwane84' Facts Commentary Lineup Table Stats Head-to-Head Match review Mexico 2-0 South Africa: Three players sent off as World Cup co-hosts start in style Mexico made light work of a lacklustre South Africa in the opening game of the 2026 World Cup, which featured three straight red cards. Momentum 0‎'‎ HT FT Top stats Ball possession 60% 40% 1.46 Expected goals (xG) 0.07 16 Total shots 3 20 Touches in opposition box 2 All stats Events Julián Quiñones (1 - 0) assist by Érik Lira 9‎’‎ 17‎’‎ Teboho Mokoena Brian Gutiérrez 23‎’‎ +4 minutes added HT 1 - 0 49‎’‎ Sphephelo Sithole 56‎’‎ Thalente Mbatha Lyle Foster 61‎’‎ Themba Zwane Jayden Adams Luis Chávez Brian Gutiérrez 66‎’‎ Gilberto Mora Álvaro Fidalgo 66‎’‎ Raul Jiménez (2 - 0) Header, assist by Roberto Alvarado 67‎’‎ 74‎’‎ Nkosinathi Sibisi Edson Álvarez Érik Lira 76‎’‎ Armando González Raul Jiménez 76‎’‎ 76‎’‎ Evidence Makgopa Iqraam Rayners 76‎’‎ Oswin Appollis Aubrey Maphosa Modiba Alexis Vega Julián Quiñones 79‎’‎ 84‎’‎ Themba Zwane +7 minutes added César Montes 90‎’‎ +2 FT 2 - 0 7.1 Mexico 4-1-4-1 5.8 South Africa 5-3-2 Transfer value Age Club 7.5 1Rangel 7.4 15Reyes 6.1 3Montes 7.2 5Vásquez 7.2 23Gallardo 76‎’‎ 7.9 6Lira 8.2 25Alvarado 66‎’‎ 6.7 26Gutiérrez 66‎’‎ 7.2 8Fidalgo 79‎’‎ 8.8 16Quiñones 76‎’‎ 8.0 9Jiménez 56‎’‎ 5.6 9Foster 76‎’‎ 5.5 15Rayners 61‎’‎ 6.2 23Adams 3.5 13Sithole 6.5 4Mokoena 76‎’‎ 5.9 6Modiba 6.5 20Mudau 6.1 14Mbokazi 6.0 21Okon 5.8 19Sibisi 6.2 1Williams Javier Aguirre Coach Hugo Broos Substitutes 6.3 19 Gilberto Mora Midfielder 66‎’‎ 6.5 24 Luis Chávez Midfielder 66‎’‎ 6.6 4 Edson Álvarez Midfielder 76‎’‎ 5.9 14 Armando González Attacker 76‎’‎ 6.0 10 Alexis Vega Attacker 79‎’‎ 6.2 5 Thalente Mbatha Midfielder 56‎’‎ 4.9 11 Themba Zwane Midfielder 61‎’‎ 6.3 17 Evidence Makgopa Attacker 76‎’‎ 6.3 7 Oswin Appollis Attacker 76‎’‎ Bench 12 Carlos Acevedo Keeper 13 Guillermo Ochoa Keeper 2 Jorge Sánchez Defender 7 Luis Romo Defender 20 Mateo Chávez Defender 18 Obed Vargas Midfielder 17 Orbelín Pineda Midfielder 21 César Huerta Attacker 22 Guillermo Martínez Attacker 11 Santiago Giménez Attacker 22 Ricardo Goss Keeper 16 Sipho Chaine Keeper 26 Bradley Cross Defender 25 Kamogelo Sebelebele Defender 3 Khulumani Ndamane Defender 24 Olwethu Makhanya Defender 18 Samukelo Kabini Defender 2 Thabang Matuludi Defender 10 Relebohile Mofokeng Attacker 12 Thapelo Maseko Attacker 8 Tshepang Moremi Attacker Team form Mexico 5 - 1 Serbia Mexico 1 - 0 Australia Mexico 2 - 0 Ghana Mexico 1 - 1 Belgium Mexico 0 - 0 Portugal South Africa 0 - 0 Nicaragua South Africa 1 - 2 Panama South Africa 1 - 1 Panama South Africa 1 - 2 Cameroon Zimbabwe 2 - 3 South Africa Next match FIFA World Cup Mexico 3:00 AM Tomorrow South Korea FIFA World Cup South Africa 3:00 AM Thu, Jun 25 South Korea News Highlights | Mexico 2-0 South Africa | FIFA World Cup 2026™ YouTube · 6 days ago Mexico's united front key to opening World Cup victory, says Quinones FotMob · 7 days ago Broos rues 'simple mistakes' and red cards in South Africa's opening defeat FotMob · 7 days ago Mexico 2-0 South Africa: Three players sent off as World Cup co-hosts start in style FotMob · 7 days ago How to watch the World Cup today: Mexico vs. South Africa, South Korea vs. Czechia Scarves and Spikes · last week Mexico striker Jimenez clinches sensational Wolves return ahead of World Cup FotMob · last week Mexico 5-1 Serbia: World Cup co-hosts deliver five-star send off FotMob · 2 weeks ago About the match Mexico faces South Africa at Mexico City Stadium on Thu, Jun 11, 2026, 19:00 UTC. This match is part of the World Cup Grp. A. You can check the recent head-to-head encounters, as well as full H2H record on this page to see how Mexico and South Africa have fared against each other in the past. On FotMob, you can follow the Mexico vs South Africa live score with a full set of match features, including: Live updates: Every goal, card, substitution and key moment instantly delivered on FotMob. Real-time extensive stats powered by Opta: Possession, shots, corners, big chances created, xG, momentum, and shot maps. The lineups are: Mexico (4-1-4-1): Raúl Rangel - Israel Reyes, César Montes, Johan Vásquez, Jesús Gallardo - Érik Lira - Roberto Alvarado, Brian Gutiérrez, Álvaro Fidalgo, Julián Quiñones - Raul Jiménez. South Africa (5-3-2): Ronwen Williams - Nkosinathi Sibisi, Ime Okon, Mbekezeli Mbokazi, Khuliso Mudau, Aubrey Maphosa Modiba - Teboho Mokoena, Sphephelo Sithole, Jayden Adams - Iqraam Rayners, Lyle Foster. Injury and suspension information are provided on FotMob ahead of every match, giving you the latest team news before lineups are announced. Team form & Head-to-head history: Compare recent results and see how Mexico and South Africa have performed against each other. The current head to head record for the teams are Mexico 0 win(s), South Africa 0 win(s), and 1 draw(s). TV and streaming info: Find out where to watch the match. Live standings: Follow league tables and tournament info in real time. Live odds & insights: Track match favorites and before, during and post match. Commentary & ticker: Rich text commentary for major matches to follow the action even if you can't watch. All of these features make FotMob the best way to follow Mexico vs South Africa, whether you're checking the scores or diving into detailed stats. FotMob also covers every team and competition worldwide, with fixtures, results, and squad info available on team pages. FotMob is available on the web and as a free app for iOS and Android. Install the app to get notifications, live scores, and full match coverage so you never miss a moment. Expand Official highlights www.youtube.com Mexico City Stadium Ciudad de México, Mexico Capacity 83,000 Attendance 80,824 97% Surface Grass Weather conditions 25°C FIFA World Cup Round 1 Mexico 2 South Africa 0 FT South Korea 2 Czechia 1 FT Canada 1 Bosnia and Herzegovina 1 FT USA 4 Paraguay 1 FT Qatar 1 Switzerland 1 FT Brazil 1 Morocco 1 FT Haiti 0 Scotland 1 FT Australia 2 Turkiye 0 FT Germany 7 Curacao 1 FT Netherlands 2 Japan 2 FT Ivory Coast 1 Ecuador 0 FT Sweden 5 Tunisia 1 FT Spain 0 Cape Verde 0 FT Belgium 1 Egypt 1 FT Saudi Arabia 1 Uruguay 1 FT Iran 2 New Zealand 2 FT France 3 Senegal 1 FT Iraq 1 Norway 4 FT Argentina 3 Algeria 0 FT Austria 3 Jordan 1 FT Portugal 1 DR Congo 1 FT England 4 Croatia 2 FT Ghana 1 Panama 0 FT Uzbekistan 1 Colombia 3 FT Insights Guillermo Ochoa is set to feature at his sixth World Cup Mexico haven't lost a competitive match at the Estadio Azteca since 2013 Julián Quiñones arrives as Saudi Pro League top scorer this season Mexico haven't lost in eight matches under Aguirre's defensively compact system Drew 1-1 with Mexico in the 2010 World Cup opener — also played on June 11 This is South Africa's first World Cup match away from home soil since 2002 Hugo Broos will retire after this tournament, his first World Cup as a manager Who will win? 73% X 13% 14% Total votes: 671,976 Play FotMob Predict FotMob is the essential football app. Matches News Transfer Center TV schedules About Careers Advertise with us Lineup Builder FAQ FIFA Rankings Men FIFA Rankings Women Predictor Newsletter Get the app © Copyright 2026 FotMob Terms of use • Cookie policy • Privacy policy • Transparency act statement The use of automatic services (robots, crawler, indexing etc.) as well as other methods for systematic or regular use is not permitted. Follow us production:f8d7b3f54d0ae101620dd8730177422ef4ca7923"
4667752,south-korea-vs-czechia,https://www.fotmob.com/matches/south-korea-vs-czechia/273opa#4667752,South Korea vs Czechia (2026-06-12T02:00:00.000Z),South Korea,Czechia,2026-06-12T02:00:00.000Z,FIFA World Cup Round 1,Guadalajara Stadium,Amin Omar,Full time,2,1,"Skip to main content News Transfers About TV schedules South Korea vs Czechia (2026-06-12T02:00:00.000Z) Matches FIFA World Cup Round 1 Follow Fri, June 12, 4:00 AM Guadalajara Stadium Amin Omar South Korea FIFA #25 2 - 1 Full time Czechia FIFA #40 I. Hwang67' Oh80' Krejcí59' Facts Commentary Lineup Table Stats Head-to-Head Match review South Korea 2-1 Czechia: Oh and Hwang strike in impressive comeback win South Korea joined Mexico on three points at the top of Group A at the World Cup, fighting back to earn a 2-1 win over Czechia in Zapopan. Momentum 0‎'‎ HT FT Top stats Ball possession 62% 38% 2.30 Expected goals (xG) 0.83 15 Total shots 7 24 Touches in opposition box 12 All stats Events +3 minutes added HT 0 - 0 59‎’‎ Ladislav Krejcí (0 - 1) Header, assist by Vladimír Coufal Hee-Chan Hwang Jae-Sung Lee 62‎’‎ 63‎’‎ Adam Hlozek Pavel Sulc 63‎’‎ Tomás Chory Patrik Schick 63‎’‎ Michal Sadílek Lukás Provod In-Beom Hwang (1 - 1) assist by Kang-In Lee 67‎’‎ Ji-Sung Eom Tae-Seok Lee 69‎’‎ Hyun-Gyu Oh Heung-Min Son 69‎’‎ Hyun-Gyu Oh (2 - 1) assist by In-Beom Hwang 80‎’‎ Jin-Gyu Kim In-Beom Hwang 84‎’‎ Jin-Seob Park Seung-Ho Paik 84‎’‎ 84‎’‎ Mojmír Chytil Alexandr Sojka +6 minutes added Gi-Hyuk Lee 90‎’‎ +6 FT 2 - 1 7.4 South Korea 3-4-2-1 6.4 Czechia 3-4-2-1 Transfer value Age Club 7.7 1Kim 7.1 2Lee 7.4 4Kim 7.6 3Lee 6.9 22Seol 84‎’‎ 8.9 6Hwang 84‎’‎ 7.3 8Paik 69‎’‎ 6.9 13Lee 8.4 19Lee 62‎’‎ 7.4 10Lee 69‎’‎ 6.9 7Son 63‎’‎ 5.9 10Schick 63‎’‎ 7.2 15Sulc 63‎’‎ 6.8 17Provod 6.8 20Zeleny 84‎’‎ 6.6 24Sojka 6.1 22Soucek 6.9 5Coufal 7.4 7Krejcí 5.7 4Hranác 5.7 6Chaloupek 6.8 1Kovár Myung-Bo Hong Coach Miroslav Koubek Substitutes 6.5 11 Hee-Chan Hwang Attacker 62‎’‎ 7.5 18 Hyun-Gyu Oh Attacker 69‎’‎ 6.6 25 Ji-Sung Eom Attacker 69‎’‎ 24 Jin-Gyu Kim Midfielder 84‎’‎ 16 Jin-Seob Park Midfielder 84‎’‎ 6.1 9 Adam Hlozek Midfielder 63‎’‎ 6.0 18 Michal Sadílek Midfielder 63‎’‎ 5.9 19 Tomás Chory Attacker 63‎’‎ 13 Mojmír Chytil Attacker 84‎’‎ Bench 12 Bum-Keun Song Keeper 21 Hyeon-Woo Jo Keeper 15 Moon-Hwan Kim Defender 5 Tae-Hyeon Kim Defender 14 Wi-Je Cho Defender 26 Dong-Gyeong Lee Midfielder 23 Jens Castrop Midfielder 17 Jun-Ho Bae Midfielder 9 Gue-Sung Cho Attacker 20 Hyun-Jun Yang Attacker 16 Jindrich Stanek Keeper 23 Lukás Hornícek Keeper 2 David Zima Defender 3 Tomás Holes Defender 21 David Doudera Midfielder 14 David Jurásek Midfielder 25 Hugo Sochurek Midfielder 12 Lukás Cerv Midfielder 8 Vladimír Darida Midfielder 26 Denis Visinsky Attacker 11 Jan Kuchta Attacker Team form South Korea 1 - 0 El Salvador South Korea 5 - 0 Trinidad and Tobago Austria 1 - 0 South Korea South Korea 0 - 4 Ivory Coast South Korea 1 - 0 Ghana Czechia 3 - 1 Guatemala Czechia 2 - 1 Kosovo Czechia 2 - 2 Denmark Czechia 2 - 2 Ireland Czechia 6 - 0 Gibraltar Next match FIFA World Cup Mexico 3:00 AM Tomorrow South Korea FIFA World Cup Czechia 3:00 AM Thu, Jun 25 Mexico News Highlights | Korea Republic 2-1 Czechia | FIFA World Cup 2026™ YouTube · 6 days ago South Korea hero Oh reveals he played through illness in World Cup opener FotMob · 6 days ago South Korea 2-1 Czechia: Oh and Hwang strike in impressive comeback win FotMob · 6 days ago Korea Republic v Czechia | Group A | FIFA World Cup 2026™ | Highlights FIFA · 7 days ago How to watch the World Cup today: Mexico vs. South Africa, South Korea vs. Czechia Scarves and Spikes · last week Son to 'put the team above all else' despite shot at South Korea World Cup record FotMob · 3 weeks ago About the match South Korea faces Czechia at Guadalajara Stadium on Fri, Jun 12, 2026, 02:00 UTC. This match is part of the World Cup Grp. A. You can check the recent head-to-head encounters, as well as full H2H record on this page to see how South Korea and Czechia have fared against each other in the past. On FotMob, you can follow the South Korea vs Czechia live score with a full set of match features, including: Live updates: Every goal, card, substitution and key moment instantly delivered on FotMob. Real-time extensive stats powered by Opta: Possession, shots, corners, big chances created, xG, momentum, and shot maps. The lineups are: South Korea (3-4-2-1): Seung-Gyu Kim - Han-Beom Lee, Min-Jae Kim, Gi-Hyuk Lee - Young-Woo Seol, In-Beom Hwang, Seung-Ho Paik, Tae-Seok Lee - Kang-In Lee, Jae-Sung Lee - Heung-Min Son. Czechia (3-4-2-1): Matej Kovár - Stepán Chaloupek, Robin Hranác, Ladislav Krejcí - Vladimír Coufal, Tomás Soucek, Alexandr Sojka, Jaroslav Zeleny - Lukás Provod, Pavel Sulc - Patrik Schick. Injury and suspension information are provided on FotMob ahead of every match, giving you the latest team news before lineups are announced. Team form & Head-to-head history: Compare recent results and see how South Korea and Czechia have performed against each other. The current head to head record for the teams are South Korea 1 win(s), Czechia 0 win(s), and 0 draw(s). TV and streaming info: Find out where to watch the match. Live standings: Follow league tables and tournament info in real time. Live odds & insights: Track match favorites and before, during and post match. Commentary & ticker: Rich text commentary for major matches to follow the action even if you can't watch. All of these features make FotMob the best way to follow South Korea vs Czechia, whether you're checking the scores or diving into detailed stats. FotMob also covers every team and competition worldwide, with fixtures, results, and squad info available on team pages. FotMob is available on the web and as a free app for iOS and Android. Install the app to get notifications, live scores, and full match coverage so you never miss a moment. Expand Official highlights www.youtube.com Guadalajara Stadium Zapopan, Mexico Capacity 48,000 Attendance 44,985 94% Surface Grass Weather conditions 22°C FIFA World Cup Round 1 Mexico 2 South Africa 0 FT South Korea 2 Czechia 1 FT Canada 1 Bosnia and Herzegovina 1 FT USA 4 Paraguay 1 FT Qatar 1 Switzerland 1 FT Brazil 1 Morocco 1 FT Haiti 0 Scotland 1 FT Australia 2 Turkiye 0 FT Germany 7 Curacao 1 FT Netherlands 2 Japan 2 FT Ivory Coast 1 Ecuador 0 FT Sweden 5 Tunisia 1 FT Spain 0 Cape Verde 0 FT Belgium 1 Egypt 1 FT Saudi Arabia 1 Uruguay 1 FT Iran 2 New Zealand 2 FT France 3 Senegal 1 FT Iraq 1 Norway 4 FT Argentina 3 Algeria 0 FT Austria 3 Jordan 1 FT Portugal 1 DR Congo 1 FT England 4 Croatia 2 FT Ghana 1 Panama 0 FT Uzbekistan 1 Colombia 3 FT Insights Czechia have won their last six matches before this World Cup opener Both World Cup qualifying playoff ties finished 2-2 before Czechia won on penalties Who will win? 65% X 18% 17% Total votes: 378,794 Play FotMob Predict FotMob is the essential football app. Matches News Transfer Center TV schedules About Careers Advertise with us Lineup Builder FAQ FIFA Rankings Men FIFA Rankings Women Predictor Newsletter Get the app © Copyright 2026 FotMob Terms of use • Cookie policy • Privacy policy • Transparency act statement The use of automatic services (robots, crawler, indexing etc.) as well as other methods for systematic or regular use is not permitted. Follow us production:f8d7b3f54d0ae101620dd8730177422ef4ca7923"
4667758,qatar-vs-switzerland,https://www.fotmob.com/matches/qatar-vs-switzerland/1beswv#4667758,Qatar vs Switzerland (2026-06-13T19:00:00.000Z),Qatar,Switzerland,2026-06-13T19:00:00.000Z,FIFA World Cup Round 1,San Francisco Bay Area Stadium,Héctor Saíd Martínez Sorto,Full time,1,1,"Skip to main content News Transfers About TV schedules Qatar vs Switzerland (2026-06-13T19:00:00.000Z) Matches FIFA World Cup Round 1 Follow Sat, June 13, 9:00 PM San Francisco Bay Area Stadium Héctor Saíd Martínez Sorto Qatar FIFA #56 1 - 1 Full time Switzerland FIFA #19 Muheim90+4' (OG) Embolo17' (Pen) Facts Commentary Lineup Table Stats Head-to-Head Match review Qatar 1-1 Switzerland: Khoukhi snatches dramatic equaliser in Group B clash Qatar have won their first point at the World Cup, clinching a draw against Switzerland in second-half stoppage time in San Francisco. Momentum 0‎'‎ HT FT Top stats Ball possession 32% 68% 0.60 Expected goals (xG) 3.20 6 Total shots 26 8 Touches in opposition box 42 All stats Events Mahmud Abunada 16‎’‎ 17‎’‎ Breel Embolo (0 - 1) Penalty Jassem Gaber 23‎’‎ 42‎’‎ Denis Zakaria +6 minutes added HT 0 - 1 Ahmed Fathi Ayoub Al Oui 60‎’‎ Karim Boudiaf Jassem Gaber 60‎’‎ Ahmed Alaaeldin Yusuf Abdurisag 60‎’‎ 65‎’‎ Johan Manzambi Dan Ndoye 65‎’‎ Fabian Rieder Michel Aebischer Mohamed Al Mannai Assim Madibo 78‎’‎ 79‎’‎ Zeki Amdouni Rubén Vargas Hassan Al Haidos Edmílson Junior 88‎’‎ 89‎’‎ Miro Muheim Ricardo Rodríguez 89‎’‎ Ardon Jashari Remo Freuler +6 minutes added Miro Muheim (1 - 1) Own goal 90‎’‎ +4 FT 1 - 1 6.7 Qatar 4-3-3 7.2 Switzerland 4-3-3 Transfer value Age Club 7.7 1Abunada 60‎’‎ 6.4 13Al Oui 7.3 2Miguel 6.9 16Khoukhi 7.2 14Elamin 60‎’‎ 6.1 5Gaber 78‎’‎ 6.4 23Madibo 6.8 4Laye 88‎’‎ 6.3 8Junior 60‎’‎ 6.8 15Abdurisag 6.9 11Afif 79‎’‎ 8.1 17Vargas 8.0 7Embolo 65‎’‎ 7.2 11Ndoye 89‎’‎ 7.1 8Freuler 7.3 10Xhaka 65‎’‎ 7.2 20Aebischer 89‎’‎ 7.8 13Rodríguez 7.4 5Akanji 7.3 4Elvedi 7.5 6Zakaria 7.5 1Kobel Julen Lopetegui Coach Murat Yakin Substitutes 6.9 20 Ahmed Fathi Midfielder 60‎’‎ 6.3 12 Karim Boudiaf Midfielder 60‎’‎ 6.4 7 Ahmed Alaaeldin Attacker 60‎’‎ 5.9 26 Mohamed Al Mannai Midfielder 78‎’‎ 10 Hassan Al Haidos Attacker 88‎’‎ 6.1 22 Fabian Rieder Midfielder 65‎’‎ 5.9 9 Johan Manzambi Midfielder 65‎’‎ 6.6 23 Zeki Amdouni Attacker 79‎’‎ 14 Ardon Jashari Midfielder 89‎’‎ 2 Miro Muheim Midfielder 89‎’‎ Bench 22 Meshaal Barsham Keeper 21 Salah Zakaria Keeper 25 Hashmi Al Hussain Defender 3 Lucas Mendes Defender 18 Sultan Al Brake Defender 6 Abdulaziz Hatem Midfielder 17 Ahmed Al Ganehi Attacker 19 Almoez Ali Attacker 9 Mohammed Muntari Attacker 24 Tahsin Jamshid Attacker 21 Marvin Keller Keeper 12 Yvon Mvogo Keeper 24 Aurèle Amenda Defender 18 Eray Cömert Defender 25 Luca Jaquez Defender 15 Djibril Sow Midfielder 3 Silvan Widmer Midfielder 26 Cedric Itten Attacker 16 Christian Fassnacht Attacker 19 Noah Okafor Attacker Team form Qatar 0 - 0 El Salvador Ireland 1 - 0 Qatar Qatar 0 - 3 Tunisia Syria 1 - 1 Qatar Qatar 0 - 1 Palestine Switzerland 1 - 1 Australia Switzerland 4 - 1 Jordan Norway 0 - 0 Switzerland Switzerland 3 - 4 Germany Kosovo 1 - 1 Switzerland Next match FIFA World Cup Canada 12:00 AM Tomorrow Qatar FIFA World Cup Switzerland 9:00 PM Today Bosnia and Herzegovina News Highlights | Qatar 1-1 Switzerland | FIFA World Cup 2026™ YouTube · 4 days ago Xhaka: Switzerland have to get back down to earth and face reality FotMob · 5 days ago Qatar v Switzerland | Group B | FIFA World Cup 2026™ | Highlights FIFA · 5 days ago Qatar 1-1 Switzerland: Khoukhi snatches dramatic equaliser in Group B clash FotMob · 5 days ago About the match Qatar faces Switzerland at San Francisco Bay Area Stadium on Sat, Jun 13, 2026, 19:00 UTC. This match is part of the World Cup Grp. B. You can check the recent head-to-head encounters, as well as full H2H record on this page to see how Qatar and Switzerland have fared against each other in the past. On FotMob, you can follow the Qatar vs Switzerland live score with a full set of match features, including: Live updates: Every goal, card, substitution and key moment instantly delivered on FotMob. Real-time extensive stats powered by Opta: Possession, shots, corners, big chances created, xG, momentum, and shot maps. The lineups are: Qatar (4-3-3): Mahmud Abunada - Ayoub Al Oui, Pedro Miguel, Boualem Khoukhi, Homam Elamin - Jassem Gaber, Assim Madibo, Issa Laye - Edmílson Junior, Yusuf Abdurisag, Akram Afif. Switzerland (4-3-3): Gregor Kobel - Denis Zakaria, Nico Elvedi, Manuel Akanji, Ricardo Rodríguez - Michel Aebischer, Granit Xhaka, Remo Freuler - Dan Ndoye, Breel Embolo, Rubén Vargas. Injury and suspension information are provided on FotMob ahead of every match, giving you the latest team news before lineups are announced. Team form & Head-to-head history: Compare recent results and see how Qatar and Switzerland have performed against each other. The current head to head record for the teams are Qatar 1 win(s), Switzerland 0 win(s), and 0 draw(s). TV and streaming info: Find out where to watch the match. Live standings: Follow league tables and tournament info in real time. Live odds & insights: Track match favorites and before, during and post match. Commentary & ticker: Rich text commentary for major matches to follow the action even if you can't watch. All of these features make FotMob the best way to follow Qatar vs Switzerland, whether you're checking the scores or diving into detailed stats. FotMob also covers every team and competition worldwide, with fixtures, results, and squad info available on team pages. FotMob is available on the web and as a free app for iOS and Android. Install the app to get notifications, live scores, and full match coverage so you never miss a moment. Expand Official highlights www.youtube.com San Francisco Bay Area Stadium Santa Clara, California, United States Capacity 68,827 Attendance 67,966 99% Surface Grass Weather conditions 29°C FIFA World Cup Round 1 Mexico 2 South Africa 0 FT South Korea 2 Czechia 1 FT Canada 1 Bosnia and Herzegovina 1 FT USA 4 Paraguay 1 FT Qatar 1 Switzerland 1 FT Brazil 1 Morocco 1 FT Haiti 0 Scotland 1 FT Australia 2 Turkiye 0 FT Germany 7 Curacao 1 FT Netherlands 2 Japan 2 FT Ivory Coast 1 Ecuador 0 FT Sweden 5 Tunisia 1 FT Spain 0 Cape Verde 0 FT Belgium 1 Egypt 1 FT Saudi Arabia 1 Uruguay 1 FT Iran 2 New Zealand 2 FT France 3 Senegal 1 FT Iraq 1 Norway 4 FT Argentina 3 Algeria 0 FT Austria 3 Jordan 1 FT Portugal 1 DR Congo 1 FT England 4 Croatia 2 FT Ghana 1 Panama 0 FT Uzbekistan 1 Colombia 3 FT Insights Dan Ndoye scored in five of his last six internationals for Switzerland Who will win? 16% X 15% 69% Total votes: 350,869 Play FotMob Predict FotMob is the essential football app. Matches News Transfer Center TV schedules About Careers Advertise with us Lineup Builder FAQ FIFA Rankings Men FIFA Rankings Women Predictor Newsletter Get the app © Copyright 2026 FotMob Terms of use • Cookie policy • Privacy policy • Transparency act statement The use of automatic services (robots, crawler, indexing etc.) as well as other methods for systematic or regular use is not permitted. Follow us production:f8d7b3f54d0ae101620dd8730177422ef4ca7923"
