test_year,train_matches,test_matches,result_accuracy,mean_result_log_loss,mean_result_brier,mean_goal_mae,mean_goal_diff_abs_error,mean_exact_score_log_loss,mean_actual_result_probability,mean_exact_score_probability,features_used,event_targets,model_type,recency_half_life_years,recency_min_weight,qualifier_influence
2010,708.0,64,0.484375,1.0457634538479945,0.6173169532984202,0.9029029689854136,1.2351835968896077,2.7868299702313175,0.40707832433177926,0.08040985888156102,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",rf,16.0,0.1,0.25
2014,772.0,64,0.546875,0.996946846992194,0.5978714690693125,0.9733845441338691,1.3811448859484956,3.232115491225642,0.4057301518058142,0.07930333182440157,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",rf,16.0,0.1,0.5
2018,836.0,64,0.546875,0.9891370522938222,0.5936559750469208,0.9282407779432067,1.250920454495791,2.914067103883551,0.40281215697787526,0.0715463624061144,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",rf,16.0,0.1,0.75
2022,900.0,64,0.515625,1.03862980501518,0.6237646030648349,0.9916291430712787,1.252486414812424,3.0420228719952713,0.3705896844178203,0.06691274837237732,46.0,"yellow_cards,red_cards,second_yellow_cards,sending_offs,penalty_goals,penalty_kicks,penalty_kicks_converted,own_goals,substitutions",rf,16.0,0.1,1.0
overall,,256,0.5234375,1.0176192895372977,0.6081522501198721,0.949039358533442,1.2799338380365795,2.993758859333945,0.3965525793833222,0.07454307537111357,,,rf,16.0,0.1,
